Seq,n_Seq,TIC,Gmag,__G-K_0,Prot,n_Per,e_Per,Grade,Sect,_RA,_DE,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,Teff_Mamajek,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_pass_author_quality,flag_benchmark_period
144,  ,310003595,12.626,2.761,7.7, ,1.2,A,15/16/22/23   ,222.57476,58.68912,1613968552863278208,1.654707,1613968552863278208,0.28758448,-0.012835503,222.57463835117625,58.68911532255298,9.562393047932273,0.01078056,887.0034,-14.455899580919823,-1.2354750654690643,1.1573226,1059.1337,12.612667,260.54407,158525.4187686244,414.47363,1.287486,0,1,0,0,1.6444178,0.7793989,0.86501884,-6.2993164,2.3765562,1,34.121483,13.870897,18.899157,98.01665711490175,52.303858924161474,177.41661871814912,67.47534899922833,0,4329.9507,4325.0615,4334.805,0.3769,0.2775,0.148,4119.775,4084.3474481340536,0,False,0.012835503,False,7.515500037514567,False,False,True,True,True,False
145,  ,158579468,11.521,2.126,7.9, ,1.3,B,15            ,222.87607,59.53209,1617388377623238272,1.2548847,1617388377623238272,0.21474664,-0.0034093857,222.87593992236046,59.53207993274385,9.656599130256575,0.011886093,812.4284,-15.217556382906125,-1.4919896278275822,0.8982348,3298.471,11.51769,1037.6705,370656.76698492235,1468.3499,1.2354369,0,2,0,0,1.237011,0.54478645,0.6922245,-5.730085,0.375769,1,72.98618,,,98.82596209916031,51.60688211937534,175.94979966749293,68.12917229199238,0,4700.086,4691.1333,4709.0605,0.0564,0.0438,0.023,4681.279,4785.486065499068,0,False,0.0034093857,False,6.4418107205053,False,False,False,False,False,False
146,  ,161029191,9.817,1.355,5.34, ,0.63,A,16/22/23      ,223.27013,51.26116,1593570584943987072,0.8340769,1593570584944324608,0.1281226,0.004717827,223.2700290030169,51.26115135741723,10.042685180198117,0.01171992,856.89026,-14.602029521448504,-1.6219979950957106,0.8433865,3211.9324,9.8218975,935.6698,1473589.2528872273,1563.5432,1.1985946,0,0,0,0,0.8261204,0.3311777,0.49494267,-6.612064,0.23654224,1,141.8326,12.632991,2.5136206,87.6762168733394,56.717757825926945,190.35601663419513,62.40689671851614,0,5675.492,5658.4653,5701.9346,0.0148,0.0123,0.0066,5756.1787,5812.037510253243,0,False,0.004717827,False,4.83114674955727,False,False,False,False,True,True
147,  ,158617635,16.223,3.823,0.57, ,0.006,A,15/16/22/23   ,223.93043,58.61112,1614285865047284608,2.8588543,1614285865047284608,0.056523513,-0.021167755,223.93029965845977,58.611114558515595,9.622135404563483,0.039439104,243.97449,-15.140874704992797,-2.148371978919753,1.0827707,1672.569,16.201458,120.74637,8135.085029803219,603.3349,1.4687812,0,1,0,1,2.8527489,1.6232815,1.2294674,,,,,,,97.14261315866058,51.840294502948105,178.77387834083365,67.96397293226707,0,3349.5173,3345.7627,3353.2134,1.0079,0.6406,0.4162,3258.5312,3519.012079282419,0,False,0.021167755,False,11.117815297725333,False,False,False,False,True,True
148,* ,1102311836,9.826,1.082,0.663,*,0.006,A,15/16/22/23   ,224.12247,59.37928,1614381144601686400,0.6618223,1614381144601686400,0.13682528,0.012336731,224.12233271660548,59.379285501659545,9.165135376962434,0.015661087,585.2171,-16.024952477452572,0.5262137853679378,1.2483773,2061.8398,9.838139,44.05289,1475165.3508011973,417688.38,1.2550178,0,3,0,2,0.75446796,0.2421236,0.51234436,-5.887668,0.32583636,1,82.09791,,,97.95063471555416,51.250907234859774,177.3436562704208,68.5287383572494,0,,,,,,,6262.929,6301.336779236866,1,True,0.012336731,False,4.648833001572605,True,True,False,True,False,False
149,* ,1102311837,8.139,1.102,4.64,*,0.45,A,15/16/22/23   ,224.12339,59.37991,1614381144601686528,0.5050559,1614381144601686528,0.20678331,0.0103645325,224.12327101032426,59.37990204233063,9.182670480282995,0.017654091,520.14404,-13.060427521103882,-1.4371874964586517,0.89530605,4607.631,8.149788,1725.8896,5884990.048296941,979.54315,1.1872207,0,53,0,52,0.49865723,0.17240047,0.32625675,,,,,,,97.95084627967151,51.25013847446064,177.34315912660426,68.52949691863236,0,6843.2407,6841.43,6845.728,0.0006,0.0005,0.0003,,6262.071296060942,1,True,0.0103645325,False,2.964632902625411,False,False,False,True,False,False
151,  ,462573387,11.859,2.306,3.71, ,0.28,A,15/16/22/23   ,224.77921,59.52024,1614432100093610112,1.368496,1614432100093610112,0.27073866,-0.00067424774,224.77907949042194,59.52023847583558,9.585600496505515,0.012807768,748.4209,-14.858926076183657,-0.13988625089566908,1.1088886,1351.7574,11.858661,359.70306,285983.94886291126,530.42847,1.2557337,0,2,0,0,1.3586903,0.6070709,0.75161934,-6.4828315,0.80486405,1,55.20895,35.340786,15.866105,97.7609735305069,50.908700828443806,177.6133124254781,68.87760912978662,0,4476.5312,4472.0483,4480.6445,0.1437,0.11,0.0584,4489.078,4580.552376157806,0,False,0.00067424774,False,6.766757321644256,False,False,False,False,True,True
152,  ,462572935,11.742,2.222,8.8, ,1.4,A,16            ,224.88541,57.31299,1612850864934114048,1.3000183,1612850864934114048,0.1917405,-0.006960869,224.88526853751958,57.31298365681019,9.250733447708955,0.010905127,848.2921,-17.409708128917277,-0.2142376808494641,0.9333636,5438.6333,11.734842,1701.6875,309357.16789939534,2522.3508,1.2408012,0,19,0,17,1.2831316,0.570034,0.7130976,19.928862,0.63826835,1,56.94344,6.0948243,9.050329,95.00442115137571,52.303445203745625,182.22653986360604,67.48497757783251,0,4624.216,4619.7275,4629.413,0.0645,0.0497,0.0261,4600.6973,4675.385809082298,0,False,0.006960869,False,6.5657231369020685,False,False,False,False,True,True
153,  ,137832480,9.276,1.144,3.57, ,0.26,A,15/16/22/23   ,225.82024,59.01153,1614204913503382784,0.71465397,1614204913503382784,0.17651288,0.00802803,225.82013332149646,59.01151761175936,9.466149703508837,0.010599653,893.0622,-12.621711798686588,-3.010820694757315,0.9168631,3427.7673,9.283709,1110.347,2294180.3326648446,1717.9316,1.1947557,0,7,0,0,0.7084141,0.27103233,0.43738174,-6.01336,0.2614799,1,171.69478,12.685178,2.6602428,96.59973965844492,50.838788586009635,179.64352134994095,68.97203572595882,0,6028.219,6023.72,6037.771,0.0039,0.0033,0.0018,6118.9766,6181.459814278045,0,False,0.00802803,False,4.164575414318282,False,False,False,False,True,True
155,  ,137834492,7.363,0.359,0.105, ,0.0002,A,16/22/23      ,226.07339,59.53505,1614257105945926656,0.24391174,1614257105945926656,0.15784085,0.014725685,226.07327300695454,59.53505318890365,9.094169908367999,0.017118737,531.2407,-13.712780800190771,-0.12000930152940248,0.97872376,4205.106,7.378047,1702.9017,10288347.8471367,2579.5178,1.165197,0,0,0,0,0.23576021,0.0747447,0.16101551,-11.054761,0.43984857,1,411.3781,153.67049,2.8322508,97.10056809647988,50.40306458891608,178.72494435341147,69.40133508645901,0,7951.299,7938.8594,7973.4736,0.0097,0.009,0.0048,,7961.5901021158625,0,False,0.014725685,False,2.1718623092599323,False,False,False,False,True,True
156,  ,137834173,14.564,3.396,2.87, ,0.16,B,23            ,226.08352,57.77854,1613253251830161920,2.3589716,1613253251830161920,0.014988361,-0.023114204,226.0833920816509,57.778530428445634,9.429192772425669,0.017074265,552.2459,-14.981982903338594,-2.424939373959636,1.207423,2195.563,14.540673,394.95105,33557.92872837507,1007.4366,1.3961003,0,3,0,1,2.3589754,1.2517099,1.1072655,-4.2186866,3.8344657,2,12.4256315,,,94.93614400079677,51.51078707718441,182.45797327820048,68.27395707889453,0,3578.7056,3572.9321,3583.0085,0.657,0.4412,0.2657,3514.3281,3485.7860706725032,0,False,0.023114204,False,9.413045829104941,True,False,False,True,False,False
157,  ,137834385,15.488,3.765,2.5, ,0.13,A,15/22/23      ,226.09432,58.87665,1614153099017986560,2.7416105,1614153099017986560,0.055845793,-0.029194832,226.09418986037426,58.87665128411177,9.559355182410602,0.024753626,386.18,-14.954695817046606,-0.053750576539147166,1.0239649,1239.4917,15.458918,220.66524,15809.823694220819,472.96893,1.4567816,1,1,1,1,2.7470474,1.5387077,1.2083397,,,,,,,96.29249387383356,50.81616019680703,180.18450208859306,68.9951727285224,0,3374.6538,3367.6711,3389.1296,0.8745,0.5615,0.3625,3321.9375,3459.459959743266,0,False,0.029194832,False,10.361060609426447,False,False,False,False,True,True
158,  ,137834559,9.502,1.499,5.37, ,0.6,A,15/16/22/23   ,226.10729,59.88078,1615954442661853056,0.8891449,1615954442661853056,0.14302962,0.009236336,226.1071677435678,59.88078273688231,9.37573504053962,0.011935359,785.5428,-13.666504252935294,-0.017811541410831102,1.0935667,1405.8752,9.510843,453.20654,2014842.6079585196,625.0078,1.204658,0,0,0,1,0.87868404,0.35513306,0.523551,,,,,,,97.49628490413436,50.16665833509251,177.9762555186158,69.62754249564261,0,6025.1455,6022.444,6027.6865,0.3274,0.275,0.1466,5586.8594,5589.44136574933,0,False,0.009236336,False,4.370869905129236,False,True,False,True,True,False
159,*a,202425640,11.511,2.211,9.23, ,0.7,A,15/16/22/23   ,226.31506,60.70688,1616063564895405824,1.4003849,1616063564895405824,0.96566546,0.033833504,226.3149257346221,60.7068752314502,10.130346246613716,0.026127428,387.72842,-14.542345893463471,-1.7687081263983635,1.7481253,1861.0658,11.544675,534.9616,437496.48474157054,595.14606,1.427402,0,55,0,54,1.3845654,0.48534966,0.8992157,-8.918662,0.7394354,1,18.38915,,,98.36490704616922,49.55064777449581,176.22650742449912,70.20380628597427,0,,,,,,,4441.0444,4687.902638457224,0,False,0.033833504,False,6.572796320500874,True,True,False,True,False,False
160,  ,137842121,17.289,4.056,0.22, ,0.001,A,15/16/22/23   ,226.48235,56.60387,1612930712670148608,3.1242037,1612930712670148608,0.071479596,-0.031793594,226.48223405347352,56.60386345397325,9.630011849232995,0.0631736,152.43729,-14.735981298013751,-2.67511524166827,1.0041429,1180.2246,17.256893,39.758568,3252.5661859515644,359.2002,1.5127829,0,50,0,50,3.1369886,1.8474255,1.2895632,,,,,,,93.21817247182427,52.0558440815981,185.1428641067325,67.63268983883113,0,3187.7903,3184.25,3192.1929,1.0277,0.6299,0.4311,3099.25,4095.346134502296,0,False,0.031793594,False,12.175027265468128,False,False,False,False,True,True
161,  ,137842286,16.737,3.99,0.646, ,0.008,A,15/16/22/23   ,226.55398,57.47904,1613195115152921088,3.0254297,1613195115152921088,0.053393807,-0.022184372,226.55385793291202,57.479033806373955,9.447910444333628,0.043984782,214.79953,-14.644479540969101,-1.9461970624556784,0.99922085,1029.2413,16.714981,69.28498,5247.545391572191,278.38885,1.4966253,0,2,0,0,3.018138,1.7511616,1.2669764,,,,,,,94.3078725596608,51.49649016720073,183.51417999863963,68.26003900634763,0,3242.1548,3239.671,3244.5728,0.9518,0.5913,0.3986,3155.5938,3864.667160549706,0,False,0.022184372,False,11.591659919086908,False,False,False,False,True,True
164,  ,232541198,10.368,1.448,5.21, ,0.54,A,14/15/16/21/23,228.07414,67.08124,1645392732624326656,0.8768282,1645392732624326656,0.21152177,0.007983208,228.0739595032385,67.08122869775416,8.641874757621007,0.012687495,681.13324,-15.610445223953795,-2.2317147577167065,1.1436539,1351.7091,10.3761215,474.74106,902944.2884803643,516.9837,1.1994456,0,0,0,0,0.8753147,0.3579359,0.5173788,-7.694702,0.3603979,1,84.379326,11.526878,3.9319043,104.52195696130211,44.67999714502708,158.872367296061,73.80220410409905,0,5738.597,5731.831,5744.4097,0.1633,0.1362,0.0727,5624.3955,5665.905075988307,0,False,0.007983208,False,5.059161361034015,False,False,False,False,True,True
165,  ,165628355,12.182,2.58,9.21, ,0.8,A,15/23         ,228.09609,59.23478,1614947358730040064,1.5776358,1614947358730040064,0.23455283,-0.008091927,228.0959373134159,59.234776406410795,10.569280271283253,0.009559191,1105.6667,-17.33639551421589,-1.581200734487057,1.1033022,5353.8193,12.174059,1335.2875,230311.22182923494,2247.9836,1.273673,0,0,0,0,1.5686312,0.73668003,0.83195114,-6.712136,0.55580866,1,51.518784,8.131139,7.4689136,95.73122200948833,49.787032000927496,181.25660726196304,70.01831610006211,0,,,,,,,4208.0737,4278.692885551736,0,False,0.008091927,False,7.2942859865530725,False,False,False,False,True,True
167,* ,1102236385,10.939,3.941,7.2, ,1.1,A,16/22/23/24   ,228.23972,56.04604,1600815335778533760,1.4919491,1600815335778533760,0.10076306,0.021532059,228.23962106758486,56.046030474967324,8.863670467328612,0.029432956,301.14783,-12.770581922076225,-1.687048242574712,1.5662686,1089.185,10.96054,20.671024,674954.20614121,43.804447,1.5590721,0,3,0,2,0.83827114,0.052440643,0.7858305,-5.8004966,1.3436625,1,42.24807,,,91.57008443173426,51.5837838861507,188.00248312264426,67.93575022833222,0,,,,,,,4314.4355,3731.607153162943,1,True,0.021532059,False,5.698607825444206,True,True,True,True,False,False
169,  ,165651031,15.232,3.594,2.72, ,0.15,A,15            ,228.89673,58.12036,1614621662770247936,2.6096315,1614621662770247936,0.020043477,-0.028794289,228.89661738650142,58.12035931293953,9.065305624402185,0.02061353,439.77454,-13.362666753870538,0.11063417722979302,1.0587254,1561.5515,15.202731,217.28291,19418.640530858895,540.8052,1.4368638,0,1,0,1,2.6061125,1.4307299,1.1753826,-11.935733,4.508771,2,8.023796,,,93.95240596028052,50.11118077977367,184.50377198373081,69.617682120327,0,3475.2424,3473.9607,3476.437,0.7673,0.5007,0.3166,3386.0938,3405.2118780591845,0,False,0.028794289,False,9.989643384126603,False,False,False,False,True,True
170,  ,165651137,14.541,3.546,5.03, ,0.52,A,15            ,228.99509,58.58511,1614670419238958592,2.5435581,1614670419238958592,0.02903232,-0.021765709,228.994985184049,58.58511560035902,9.114179024445738,0.017785536,512.449,-12.909748392899186,0.08549825692284119,1.1277113,1696.3073,14.51937,291.2694,35827.68572974163,937.38416,1.4232781,0,2,0,0,2.5479288,1.3909073,1.1570215,3.2230663,6.9065924,2,13.551823,,,94.49446048345982,49.79967082633137,183.5841123638908,69.96079390115526,0,3470.5142,3466.7288,3483.1614,0.806,0.5299,0.3303,3417.5234,3414.057876166501,0,False,0.021765709,False,9.317957853644035,False,True,False,True,True,False
171,  ,165650305,12.39,2.435,9.4, ,1.9,B,16/23         ,229.03351,55.54015,1600587290194879488,1.4542408,1600587290194879488,0.24531123,-0.010972023,229.03339439030935,55.540137655069074,8.50953531193253,0.009997902,851.132,-15.090408676390421,-2.82282983312597,1.16426,4133.275,12.37889,942.965,181768.19265843267,1720.9554,1.2578385,0,0,0,0,1.4405527,0.66076374,0.779789,-6.0791574,0.715755,1,39.561436,5.297425,14.598874,90.49665983029269,51.48766734813781,189.79149695938943,67.88593373954528,0,4507.89,4503.9224,4510.7593,0.2271,0.1717,0.0899,4364.678,4437.170150321614,0,False,0.010972023,False,7.028419261594308,False,False,False,False,False,False
172,  ,202468203,16.885,4.052,0.93, ,0.01,A,14/15/16/21/23,229.07407,64.061,1643902928728289920,3.1696043,1643902928728289920,0.043541588,-0.024196625,229.07388367797716,64.06099204399717,9.911828996710703,0.06604565,150.07542,-18.61969917743812,-2.527825353058225,1.0883707,927.5316,16.860575,26.31026,4693.330312561574,358.43817,1.5125625,0,0,0,2,3.1598148,1.868433,1.2913818,,,,,,,100.92499565465494,46.396898980471164,169.23380365991954,73.04157702997396,0,3218.869,3215.5874,3222.285,1.1888,0.7301,0.4974,3078.8125,4079.509442761595,1,True,0.024196625,False,11.841343726243897,False,False,False,True,True,False
173,  ,165652683,14.687,3.542,1.73, ,0.06,A,16/22/24      ,229.15269,54.66822,1600477923147759232,2.489602,1600477923147759232,0.12164777,-0.02297306,229.15259109710024,54.668218700079706,9.181350080302366,0.018658485,492.0737,-13.226807186673845,-0.5614020707420118,1.1972339,1526.8248,14.664007,290.46927,30954.61126256968,672.7523,1.4153148,0,1,0,0,2.4925957,1.3496704,1.1429253,-5.612378,4.9597855,2,10.618569,,,89.2448580960555,51.89104001215116,191.48533646413605,67.2959901022616,0,3448.957,3443.3362,3464.1604,0.6676,0.4403,0.2735,3444.0625,3415.159763441975,0,False,0.02297306,False,9.478539922587816,False,False,False,False,True,True
174,  ,165652279,16.217,3.811,1.13, ,0.02,A,23/16/24      ,229.28532,56.20361,1600900204332290048,2.8576632,1600900204332290048,0.082353376,-0.020280838,229.2852153644486,56.203603860553926,9.26579746176363,0.03361534,275.64194,-13.204818304291141,-0.7540822663221977,1.0554684,1540.6636,16.196505,121.66281,8184.2403467668755,693.3985,1.472369,0,2,0,0,2.843194,1.6121387,1.2310553,,,,,,,91.26705411100727,51.01056884267465,188.81432620609587,68.45878993010906,0,3321.3845,3318.736,3324.4766,0.9379,0.5953,0.3885,3259.0625,3504.5669337198633,0,False,0.020280838,False,11.030918607197851,False,False,False,False,True,True
175,  ,282940237,13.584,3.043,7.4, ,1.1,A,14/15/16      ,229.30323,63.98051,1643889047394003840,1.9429092,1643889047394003840,0.059230525,-0.013382912,229.30308795143836,63.9804956683393,8.624766749966318,0.012473293,691.4587,-14.263524509151765,-2.2425045336407314,1.0119193,2507.5833,13.570617,544.91046,72547.3334988236,1057.9563,1.3300565,0,1,0,0,1.9417973,0.9675226,0.97427464,-7.995673,1.5427607,2,20.361122,,,100.74195068283643,46.37206423458252,169.63591731596705,73.09492369501707,0,4044.8074,4034.2668,4079.0854,0.6419,0.4557,0.2523,3829.2305,3792.081495956598,0,False,0.013382912,False,8.249353515864044,False,False,False,False,True,True
177,  ,193969477,16.092,3.856,7.3, ,1.1,A,16/23         ,229.44504,52.23989,1598925240930354176,2.9085684,1598925240930354176,0.12477618,-0.027851105,229.4449435059223,52.23988521993719,9.61233348467322,0.03275408,293.46982,-12.799834637052294,-0.26850994845248655,1.0574614,1257.8723,16.064442,91.11559,9308.950520666975,555.13837,1.4767926,0,2,0,1,2.884079,1.6452808,1.2387981,,,,,,,85.64907384874209,52.94928435957567,195.76372428195944,65.56250601415812,0,3307.2217,3305.0056,3309.9934,0.948,0.5973,0.3956,3228.5938,3564.997550877397,0,False,0.027851105,False,10.978585828667503,False,False,False,False,True,True
179,  ,202490066,17.006,4.088,0.563, ,0.006,B,15            ,229.66556,60.38973,1615477495133500800,3.1672373,1615477495133500800,0.021014903,-0.027111053,229.6653958596602,60.3897229373014,10.277334035885684,0.051957387,197.80313,-17.903933479922223,-2.0235501153354103,1.0926259,1068.7506,16.97847,45.663624,4230.051181735411,315.5835,1.5171871,0,4,0,3,3.180296,1.8838577,1.2964382,,,,,,,96.41848395970823,48.46255629268785,179.95170339925505,71.34886966321693,0,3188.7634,3185.974,3191.3816,1.1421,0.6976,0.4794,3079.9375,4231.437530071251,0,False,0.027111053,False,12.037872210031937,False,False,False,False,False,False
180,  ,202503605,15.634,3.7,0.72, ,0.01,A,15/22/24      ,230.09077,59.9724,1615031643168638848,2.7068338,1615031643168638848,0.101461664,-0.030261993,230.09063891465038,59.97238909778453,8.949176324729494,0.025679734,348.4918,-14.886025108490827,-3.284806247986902,1.015217,1965.24,15.604085,233.57138,13676.197392434757,987.27057,1.4467344,0,0,0,1,2.708519,1.5124159,1.1961031,,,,,,,95.72143741867826,48.53704722500093,181.38935443506648,71.26754339954107,0,3385.0334,3369.552,3393.0652,0.8684,0.5596,0.3586,3339.4844,3420.2172741034055,1,True,0.030261993,False,10.363000293701548,False,False,False,True,True,False
181,  ,165715493,16.817,3.921,1.5, ,0.05,A,16            ,230.73279,59.39752,1614803047829549824,3.0379038,1614803047829549824,0.08199036,-0.029182434,230.73266373570874,59.39750411320227,8.937997067265044,0.052071087,171.6499,-14.378878275520107,-2.8507692405244693,1.061254,1253.9778,16.788078,73.56184,4895.565323970019,442.76324,1.4899911,0,5,0,4,3.044691,1.7800007,1.2646904,,,,,,,94.72877915125316,48.60061116708789,183.41579206505008,71.16829045345821,0,3263.9636,3261.6206,3266.5305,1.0702,0.6664,0.4459,3147.8125,3685.5506466237975,0,False,0.029182434,False,11.544279347223917,False,False,False,False,True,True
182,  ,165719269,10.936,1.894,7.3, ,1.2,A,16            ,230.81628,54.84823,1599791686156814464,1.0672474,1599791690453687168,0.19633748,0.013959885,230.81617176265175,54.84822566566276,9.112350118692204,0.011876809,767.2389,-13.640954568499751,-1.1769860920338029,0.81211144,1817.4038,10.950133,496.3938,582533.9498207577,520.8258,1.2298626,0,35,0,35,1.0460625,0.43052197,0.6155405,-7.0498824,0.546245,1,66.09596,,,88.71195096585252,50.9726412490882,193.0346876546426,68.07566110329873,0,5169.8916,5164.119,5174.866,0.0676,0.0546,0.0288,5088.5767,5061.696104556559,0,False,0.013959885,False,5.7482853138879335,False,False,False,False,True,True
183,* ,193991974,16.071,3.958,1.014, ,0.0923,A,24            ,230.84555,53.6088,1599397756052692096,2.9986515,1599397756052692096,0.2160301,-0.02341652,230.84545229682226,53.60879458191372,8.99820804161318,0.044738207,201.13028,-13.329873375827635,-1.3930313667552925,1.29722,1829.311,16.047718,89.95063,9686.471190462373,618.97736,1.4963063,0,1,0,0,3.002612,1.7373753,1.2652369,,,,,,,86.96501789983164,51.55723426099516,195.21700378569696,67.15578806822171,0,3326.2273,3323.7812,3328.9456,1.0913,0.6823,0.4609,3172.3438,3774.4045536880276,1,True,0.02341652,False,10.818498198000349,True,True,False,True,False,False
184,  ,193991973,16.088,3.956,1.125, ,0.004,A,16            ,230.84672,53.60707,1599397515534523392,2.9879208,1599397515534523392,0.045558397,-0.025360107,230.84662340809732,53.607060613532,8.913495022981147,0.034582574,257.7453,-12.813266750861192,-1.0587101492981428,1.0407332,1668.0513,16.062208,82.53029,9574.790799291544,605.9444,1.4998735,0,1,0,0,2.995634,1.7284985,1.2671356,,,,,,,86.96203208112509,51.55744234824954,195.2212579073687,67.15491533049261,0,3270.0437,3238.172,3281.0703,1.1025,0.6892,0.4614,3179.375,3769.189745419533,1,True,0.025360107,False,10.812448307276853,False,True,False,True,True,False
187,  ,165735666,16.304,3.845,0.7, ,0.01,A,16/24         ,231.43732,56.15964,1601415394249322752,2.9238043,1601415394249322752,0.07247318,-0.024555206,231.43721045860676,56.15963181874449,9.373780320896373,0.035338283,265.2585,-13.902456397327274,-2.284057960730581,1.0981508,1574.239,16.279186,111.45496,7687.211355284743,717.38416,1.4808153,0,2,0,0,2.9213552,1.675642,1.2457132,,,,,,,90.22210006948185,50.01314834031123,191.26051771720532,69.2704218130582,0,3295.17,3293.0125,3297.575,0.9141,0.5747,0.3817,3219.625,3548.6137376210236,0,False,0.024555206,False,11.138760105783877,False,False,False,False,True,True
188,  ,202510436,10.866,1.874,7.5, ,1.2,A,15/16/22/23   ,231.92352,59.98704,1615219487857911680,1.0569868,1615219487858308480,0.17321682,0.0016517639,231.92340366117577,59.9870392898494,9.1355373545678,0.009783645,933.75604,-13.59617271773337,-0.33785296065719117,0.8358571,2570.6077,10.8674965,672.9292,635564.2981820223,597.7689,1.2451464,0,64,0,63,1.042409,0.41490936,0.6274996,-9.010045,0.86048836,1,39.04211,,,94.96084032772723,47.773171439504495,183.12037262204402,72.00488371238102,0,5323.97,5307.2173,5333.308,0.1907,0.1551,0.0823,5114.489,5086.367861102692,0,False,0.0016517639,False,5.671166979222361,False,True,False,True,True,False
190,  ,165791639,16.031,3.798,1.32, ,0.03,A,16            ,232.52832,56.88084,1601555616341574784,2.8264465,1601555616341574784,0.11516481,-0.020284653,232.52820168736847,56.88083688151657,9.232569321937719,0.030177949,305.9376,-13.802938548256986,-1.9551991058731262,1.0260239,1802.2546,16.01091,217.54315,9662.151508400357,831.88275,1.4674934,0,4,0,1,2.827569,1.6018696,1.2256994,,,,,,,90.72095100634311,49.13129881694058,191.0149203607361,70.20587309525962,0,3357.6123,3355.5964,3359.4634,0.9396,0.5978,0.3899,3276.9688,3490.210490219426,0,False,0.020284653,False,10.837522920166284,False,False,False,False,True,True
192,  ,405526687,17.727,4.12,0.235, ,0.001,A,15            ,234.33732,57.20604,1601903538756343808,3.3052902,1601903538756343808,0.083224125,-0.0012645721,234.33722422120047,57.20604707028375,9.713313706892974,0.07265575,133.68953,-11.395376669501356,0.927232474343654,0.89556,854.0502,17.700472,29.553234,2254.1371350313016,259.18158,1.5524045,0,4,0,4,3.3547668,2.0197392,1.3350277,,,,,,,90.43276750854656,48.11253516349771,192.38725108049923,71.13752577931467,0,3126.923,3123.4282,3130.4285,1.2446,0.7474,0.524,,4385.260831504731,0,False,0.0012645721,False,12.637308954013475,False,False,False,False,True,True
193,  ,159769293,10.879,1.812,7.4, ,1.2,A,16/23         ,234.46005,51.53768,1595101826683842176,1.0558119,1595101826683842176,0.13214411,-0.0019788742,234.45996889977772,51.537683555715056,9.633047663477724,0.010709577,899.4797,-11.809601773783015,0.2333609668952985,0.9289781,2224.957,10.8771105,520.3041,615428.3506754913,869.56354,1.2169245,0,0,0,0,1.0412798,0.43912125,0.60215855,-7.353777,0.41990602,1,59.68656,7.499524,5.699806,82.50583227457497,50.44381640223227,202.92305130849124,66.88668243149779,0,5220.4004,5213.53,5230.4434,0.1401,0.1132,0.0599,5117.465,5163.93824976916,0,False,0.0019788742,False,5.795929026975266,False,False,False,False,True,True
196,  ,405580571,15.121,3.587,2.47, ,0.13,A,16/22/23/24   ,235.0622,55.70309,1598572710014890624,2.525813,1598572710014890624,0.07280686,-0.028432846,235.0621101895928,55.70309311992228,8.83443159397439,0.021330567,414.1677,-11.540784798123653,0.38598300557139686,1.1021904,1333.0377,15.092844,274.25397,21015.032997106286,676.542,1.4203783,0,3,0,1,2.5232067,1.371933,1.1512737,-9.1325035,4.5596213,2,6.2406077,,,88.14625104116693,48.434112377345905,196.43584853589826,70.33943427085248,0,3515.9268,3514.381,3517.3862,0.7261,0.478,0.2982,3425.9844,3405.971389653515,0,False,0.028432846,False,9.823737070893149,False,False,False,False,True,True
197,  ,159784194,17.006,3.94,1.02, ,0.02,A,16/23/24      ,235.09032,53.30433,1596940450643796992,3.0582047,1596940450643796992,0.07235718,-0.02851677,235.09023684130864,53.304331124487604,8.840535706998814,0.056437436,156.64311,-11.173388949877769,-0.2497887968284332,1.0499802,848.4787,16.977036,33.37354,4121.36301784966,258.4601,1.4910771,0,1,0,2,3.0581121,1.7913704,1.2667418,,,,,,,84.81193533088548,49.41169282875187,200.90942370601755,68.52558324621944,0,3229.707,3226.5457,3232.9126,0.9717,0.6019,0.407,3135.5625,3729.19595309111,1,True,0.02851677,False,11.709428435503856,False,False,False,True,True,False
200,  ,159838724,17.298,4.155,0.427, ,0.004,A,16            ,236.05925,53.87363,1597061946678694016,3.121766,1597061946678694016,0.06332232,-0.035152435,236.05916035091502,53.87361933618481,9.31181001711505,0.060453013,154.03384,-12.369263438441651,-1.7810106628794595,0.9978696,960.2322,17.263193,32.073303,3226.32224126394,284.6978,1.5081422,0,0,0,2,3.146637,1.8595695,1.2870674,,,,,,,85.26956923641836,48.66013865855383,201.1670838613779,69.3294853146587,0,3208.9392,3205.3193,3212.3604,1.1509,0.7073,0.4801,3099.75,4575.610535006199,0,False,0.035152435,False,12.108363664315902,False,False,False,False,True,True
