,dr2_source_id
613,441937295652064896
614,2071506329368818432
615,420179334931279488
616,3389588293083264128
617,436700489267020800
618,424630978333011840
619,2167949068391950976
620,441894002382013568
621,231026428290980608
622,438419648715329408
623,442293674857984384
624,435404306796373248
625,169607433885340544
626,452203568860985856
627,436456264547458560
628,243609587255520640
629,187781472039319296
630,2175229656436673280
631,512851702534304256
632,274012148911382656
633,359644107351294336
634,228538031621896064
635,249198645379514880
636,249885187311137408
637,233750232130788224
638,174415254637099904
639,435899529407228672
640,441515559925069312
641,457508991646496256
642,436493854100780032
643,248889442093277696
644,231360306163703552
645,172970053977950080
646,231169747059281920
647,2011423520771256192
648,249930370366736384
649,462184660537968384
650,523003085379304320
651,276609019283256576
652,441573048067694592
653,443694212154550400
654,249840657090141056
655,3294687387202450432
656,247198736809667328
657,234995738283445376
658,421945356762784640
659,245357913824994560
660,409038567717304960
661,544475581095397632
662,455743279049438464
663,166562375089681408
664,2179876192577364352
665,457134573575251200
666,3333228804511967488
667,439276305715201664
668,439217374462254720
669,470627226214265728
670,225057390121619456
671,231614499513678464
672,245985047769789440
673,512366616054873344
674,164924102764712960
675,436309338006812416
676,442480690613749888
677,442417954031852032
678,1998097714722354432
679,249267124338789248
680,242736712463377280
681,447735467141250176
682,2074660076625695488
683,468905395308122624
684,2005674552440181632
685,355257880588957568
686,249411465299942912
687,249205036290763136
688,2058338685493877376
689,354017768911686144
690,2069138775899710592
691,424295253633073792
692,443661295524894848
693,513639128959335680
694,242950116497972608
695,221720337967313920
696,524946502242696192
697,248273371984642688
698,441383176152457984
699,441361529517032832
700,527455729511712512
701,2077700535507929600
702,436471245393822464
703,2216686811076654080
704,252726531514277632
705,249462940486302208
706,233674297109487488
707,124725270456747392
708,435587199384992128
709,454613255974189568
710,247385825586074240
711,2125743764801179008
712,441436605545191552
713,38732672207633792
714,171042129061088768
715,441378159630386816
716,248736060221236352
717,247179456693727744
718,2171731525833648256
719,174653852956212608
720,442027215087091328
721,398129316424399872
722,2040094416034622848
723,249377384738537088
724,442184853266451968
725,2067085163054605824
726,474045951461882880
727,176473029303637504
728,217550440120177920
729,2012581989408862720
730,232984147404072704
731,441511612855708032
732,156371066236087680
733,160197847736076160
734,1997677082805188992
735,511727284398887168
736,2163689113688010496
737,452131967463269632
738,435250169011098496
739,435238143102673024
740,182210040460982656
741,451631174277342848
742,250984939457613568
743,435909463667604736
744,441355825800832512
745,435418256850317696
746,440266141057521664
747,272406037306137600
748,243108622271431424
749,2163421210801485952
750,2228129291143461888
751,444310930800236288
752,460152801708214400
753,248078002510777984
754,508850446581536384
755,446068882391314176
756,435925681468489984
757,243869037640654336
758,976696316393172736
759,451468171678219392
760,2176179462685079296
761,249180400358488576
762,249113055272003456
763,436461517287294464
764,335890326862258048
765,249173425331718144
766,251361350392060032
767,2170486672504788480
768,139383581521488128
769,435320915712179840
770,248626005980299904
771,247935581395234560
772,2175259957417908352
773,247787692782638976
774,441401936569499136
775,522555034397334912
776,441805869653399808
777,230530071809812480
778,249673217788323712
779,458316720378428288
780,247713200869876992
781,441415508666161152
782,354221758382824064
783,441358776436543488
784,157930001923742976
785,436441588639061632
786,437648925424449408
787,451143540869977472
788,249061893619443200
789,442414346259448320
790,250963430261662848
791,436455126375970304
792,176713100796240896
793,155021076410149760
794,441915477218373760
795,436114556947531904
796,231549009853001600
797,442036938892925824
798,3392853670818905472
799,441833975919663232
800,255704863697011456
801,138206721826797056
802,249331789366065408
803,435640736156323200
804,465244846219894912
805,250274276988189056
806,2069023430257042176
807,238517439671588480
808,439927624614113792
809,249026709247699200
810,441386783924501760
811,251176185759968512
812,234089775064851456
813,249765203104946944
814,247893387636884480
815,3291293362308520576
816,446704503192164608
817,251052765580945920
818,440522052390302464
819,178210154596289280
820,441645237877148672
821,435096924580530176
822,435267314520408192
823,2166856939805814272
824,179359659644316416
825,443571921544551680
826,443896213055796352
827,2083488948836309504
828,443727884697810432
829,443744102494022912
830,249375323154317440
831,248141361869122944
832,445997860812376704
833,249861479091748736
834,434759065272591232
835,229132523811730048
836,444124808393596672
837,245261878355732096
838,448726573794583936
839,2177856007451673088
840,227415189728499072
841,441459278671283968
842,243017736464006144
843,233152544484381312
844,435561296442107520
845,443396210143348864
846,446072043487227008
847,435555455286707840
848,441493780146708224
849,257534627146765952
850,446488105559389568
851,435509516316497920
852,172510114519532544
853,252984500131208704
854,244569632706176768
855,505057470764504064
856,2048016775269864448
857,428614272745299328
858,234240678735908096
859,453919257978009216
860,251038162691943552
861,251179484294840960
862,428296445162849920
863,436753953020260096
864,250076021297305216
865,451158727873761792
866,272326357072924544
867,447440007751299072
868,169867816283017088
869,462902955169368320
870,408804715337169920
871,271838238331253120
872,172412361064165376
873,355625667228299648
874,2101839454300409600
875,441510822581504512
876,448019862695172736
877,181941038069179904
878,247760003131838720
879,357186801940850048
880,241998527843821696
881,459850672230999424
882,448096210033606400
883,514728607549992064
884,436802645068907008
885,436212958941004032
886,2168512636819517952
887,3292674799886039936
888,251481609475362176
889,229353731808302720
890,443819315960898304
891,3422611270127912192
892,159882498352712576
893,2212664831898034816
894,117494022999087872
895,2074162856868444288
896,337262311215943424
897,436481278436868096
898,176928227120395520
900,173963320998278272
902,239871694396063872
904,274871417255413632
906,242363531343626112
909,441405784860291328
911,162036609133825920
913,239867330709230336
915,439718962223158272
917,2069922384088133760
920,445374815672203008
922,250837226941632128
924,450126011574801280
927,2177649299265755392
931,442675342829304064
933,248011718276865024
935,508349138003134976
937,355688575612079616
939,453444573889634944
941,2126696663423894144
944,451099143789136000
946,271113320869317376
949,441446221972100352
951,436564910039067520
953,439221742447993344
955,249779050079371008
957,465756492785886720
959,436629300187283584
961,243117723302705024
963,239687216961788032
967,229607993871797760
969,258069883147808128
972,2082652972093362816
975,249012480019955456
977,509152777925329152
979,414277289656598400
982,442008416011324416
984,245870453744702976
986,443354394339179648
988,248956885962438400
990,446357328098245248
992,441528822781879552
994,246872899108644096
997,249482315080321152
999,249408686459431424
1001,251469647988232320
1003,245937420873597568
1007,243882708519330944
1009,441825145466851200
1011,247429531168274560
1013,262083615984179456
1015,437379334619754496
1017,435725089313589376
1019,236457740856298880
1021,235169353746141184
1023,523592384950148992
1026,249497472023780608
1028,249605391662789120
1031,250033896255024000
1034,248952797156561536
1036,230839339517501824
1038,237656625142801152
1040,235161691523331456
1042,435405268867433216
1044,242031130939524224
1046,240826517165946496
1048,2164407575808365824
1051,435847272541484928
1053,241166399403545984
1055,439718962223158016
1058,225291414300168192
1060,249869794148129280
1063,225046429362789760
1065,441514086757051392
1067,403150236273306368
1070,354554669887046016
1072,442528042633598464
1074,451381752640113408
1076,242034154592815104
1078,251083066573288704
1080,251590010155184000
1082,441377193256855424
1086,245935123070635136
1088,2178615671216378496
1091,435524355423301376
1093,440658597990810240
1095,270863559930955392
1097,242830372812875520
1099,205334041305995648
1101,249070964590780544
1104,233682818320097152
1106,233672918422217344
1108,250569560286051584
1110,442374003628220032
1113,224761170518406272
1115,260643736789391360
1117,515085673951768448
1120,239384503372164864
1122,250584682864082944
1124,2066942359683145728
1126,2126683430625031808
1129,249896422945392512
1132,452059846373012224
1134,441849162923735552
1136,436831537309421440
1138,159632565615796096
1140,440591081104404992
1142,436038995585714944
1144,460651670752462848
1146,247803055883745024
1148,238242080725700224
1150,245075270615282048
1153,515471774329154944
1157,512451926982817536
1161,441452239225969152
1163,232794859603611136
1165,469641410959701888
1167,243112985957716096
1169,443640744103131520
1171,251401306467420032
1173,466808965926653952
1176,436510965250894976
1180,2084488920297504512
1183,2082715266300922752
1186,443462868035060352
1188,250048116893089536
1190,438417003013693056
1192,246550059306892544
1194,251520642139051392
1196,459787454611618944
1198,439608560086349312
1200,437118617220428544
1202,2165278693942700928
1205,230308107898859904
1207,453950319177955456
1209,445918867774670080
1211,172668886575442944
1213,336359234212097792
1217,237126450084294400
1219,2164885451045026688
1222,435585176460104832
1224,239973704162938112
1227,236821954082390016
1229,454440907524302592
1231,358641215307350144
1233,341132072455728896
1235,248867172684107648
1237,249341513172058752
1239,249272617598704256
1241,241295458875737984
1245,448570060887241216
1248,427439131028003072
1253,247813634386852352
1255,447493093544089472
1257,435156744884573952
1259,336209150874772736
1262,230065150189406080
1264,2180000403029212160
1267,249277810217226752
1269,248366143272879360
1271,247709631755922688
1273,418376582538851200
1276,427465454889829248
1282,459579543834958336
1286,461368346176941312
1293,449187063006456320
1296,251294378962525056
1298,446287165512474368
1300,443677478962040064
1303,2061585096680645760
1307,2074145195961367936
1310,1999355418585299456
1313,236492341115282304
1315,2125841655694920448
1318,436481377216828800
1320,239689759582423808
1322,276966605385165440
1324,527493250347583872
1329,450585744876544896
1332,448577899205263744
1335,440376401459468800
1337,249396454392929152
1339,175575346780100608
1341,238762935701687936
1344,1999476601082446592
1347,2074773635562383488
1350,248059207733987584
1352,1978930581354619648
1355,2162043591433848576
1357,168744115397150592
1359,196426996390005888
1362,217195985061363072
1364,235115172734115584
1366,458419387275815040
1368,230734477894972160
1370,448360260325198336
1373,442524915893466752
1375,441663998293948544
1377,275898704709266176
1379,449711079078198784
1382,452684399038295936
1385,274899076840112384
1387,249438819950184448
1389,246719452817871872
1391,2203430446059130368
1395,435690626496933120
1400,249167000060800384
1402,441641698824102528
1404,460385657654489728
1406,441722474275649408
1408,2171991349866608384
1411,512680041282689280
1415,449019731081411328
1418,249795332298032768
1420,245268956461707008
1422,248884563010035328
1428,247080195710605184
1430,234032664881531392
1432,434884272155583616
1434,342177604933231104
1436,275182682127418240
1438,248136620225473664
1441,242764784369459072
1443,258971001648884352
1447,423895203198791552
1450,236803335400887168
1452,432447647010439552
1455,3237660529432139648
1457,243149677859942272
1459,238978508700714368
1461,441010918446639232
1463,426696758828470144
1466,432850033908651136
1469,2210462888062237568
1473,252581602139237888
1475,443640645322807040
1477,425588652960100224
1481,522765865748123648
1485,251878876765843584
1487,441356925312452736
1489,524111564900319104
1493,127555791343156608
1495,143997609051203584
1499,444809288742256768
1502,275950068221640576
1504,435634547106700288
1506,441939181137538944
1508,441530613790776704
1510,433375329884843008
1512,245048298219861248
1514,460707608404145280
1517,336873732638468096
1519,337098415262287616
1521,355656522274764288
1523,248790653549969280
1525,155221359324760576
1528,244129308361694080
1530,342022784245808896
1532,249325638973032192
1534,2172768330933500416
1537,231407619528177920
1539,245189654183267584
1542,274045340423416704
1544,441756971445920384
1546,441480414211324032
1548,443172253367919360
1551,442222133583033856
1554,522574580780909440
1557,423676572182693504
1560,440653955123501824
1562,340501193296751872
1565,258748900295600768
1568,2085579803331779712
1571,473198575895156864
1575,440682134411472384
1578,444259910883641344
1580,243191631099478784
1582,240731989229405696
1584,248023950345697152
1586,358918631539507584
1588,437643805820344704
1590,2167272967518154624
1593,443991526964687744
1596,438894775177284096
1598,436337448572235008
1600,439637804521999616
1602,440819951321025280
1604,447114380511275008
1606,441780237289151232
1608,443668304911403008
1610,445576503042167296
1612,243674870756574336
1614,441646577906935552
1616,247684549149251328
1618,443658374947235584
1620,435338336099220096
1622,446017548942554240
1624,244991050599637760
1630,436538315600525952
1632,2168627295268088960
1635,237588352342737792
1637,441924754347928960
1639,434790470070980992
1642,396767360817997824
1644,143481701875966592
1646,2166084090515830400
1649,159438364374174848
1651,3447200370214038528
1653,249036634912303872
1657,354622633450894720
1659,1996035649383270400
1662,440958249267343232
1664,251871008391246464
1666,435619119583300736
1668,440813904001968256
1673,2075935132155058816
1677,423370770507755648
1680,2175827240999395712
1683,3309233749942357888
1685,239767687466165888
1688,436345969787424256
1690,447197359279107456
1692,2171151185549319424
1695,457614647841800576
1697,434291253133359232
1699,2075957912663221888
1702,439597637985592704
1705,2167983458190023808
1709,246876472521566464
1711,240250025177875328
1714,442659292534643712
1716,248840238948148608
1718,271807383286168832
1720,237937305550436864
1722,441486049208233984
1724,233292934075083392
1726,442499902004554368
1729,241009581556540928
1731,439864441355052288
1734,443335874443065088
1736,2175052428909671808
1739,248543641386178432
1741,441726842254931712
1743,241256559356571392
1745,435667158793142144
1747,409338253356040064
1749,187172411316470528
1751,245987418591091328
1754,276016691759546752
1756,434304211051613056
1758,504503905319913856
1760,433031556412652544
1762,441685301331964032
1764,251243492191145344
1766,408545677271596032
1768,507172969799637248
1770,248938336000512256
1772,274883133926064000
1775,440694572637001728
1777,241641422783804928
1781,159114317681899264
1783,442296732875111808
1785,249470052952568960
1787,3341625087618092672
1789,332207718824611456
1791,437255128460819712
1793,460532682978484992
1798,465505224317479552
1800,442576799101946240
1802,337143220360573952
1804,249536053713179264
1807,441724913808888448
1809,244328289903716608
1811,239477102865076096
1813,455268393101629440
1815,440580051625233792
1817,249025124401915904
1819,231067732994252800
1821,234036861069168000
1823,243495581644074368
1825,336250378265486208
1827,237114252376546176
1829,243727849177702912
1831,451143540870445184
1833,434867126645984384
1835,249118999503768832
1837,246610910402094976
1841,445675806983903488
1843,447818853929171200
1846,249838419408973952
1852,434346263078000640
1854,453967803991268480
1856,445035616336815232
1859,438407691526644736
1861,448945204805508736
1863,250574370649665792
1865,245100726884230656
1867,252066339205479040
1869,452193643196580608
1871,452699482968080128
1873,243105942211695232
1876,252068886123746816
1879,467270352796133760
1882,432901985832087040
1884,438145453706132864
1886,448952695229723008
1889,452791055965492864
1891,453443719194237312
1894,274753975670601984
1896,248621225678150528
1898,450110824571352064
1902,435365789530586752
1904,245829634374445568
1906,450399034058580992
1908,2191291597168985088
1912,233084409122289024
1914,453989592356054272
1916,445336259751629568
1918,469018782439946624
1920,443918409442751104
1923,514368139533910784
1925,441514808311297920
1927,187357163630394624
1929,249087525984410752
1931,440338983702298496
1933,240640180008868096
1935,453255118592868736
1937,257036509717651840
1939,441562942003238016
1941,433995484505169536
1943,235161691524790144
1946,244633885416826880
1948,336337347058639744
1952,442496019357616640
1954,247601158060216320
1956,2125811350407022080
1959,432953903396194048
1961,453568857364327680
1963,435667605471833216
1965,445561251619783168
1967,235629744176220544
1969,244934155171347840
1971,463995319973484416
1973,453287657264888192
1975,2069222441863324800
1978,441468796321473536
1981,433708516266435968
1983,251154436046293120
1986,446465664352861568
1989,412862497365662720
1991,433319559734401536
1993,229781476188592768
1995,247619231282799872
1997,251818571131169408
1999,446828370048501504
2001,178523687209546112
2003,435527245941782400
2006,435055241916854400
2009,434768067519042432
2011,1991979688425721344
2014,258711791780837760
2016,220873782735091200
2018,441440999291449344
2021,233461571674922624
2023,239005618534850048
2025,247616035827036416
2028,418268452443764608
2032,256868838493977216
2034,246187598424313984
2038,239509710256969344
2040,2167186350926219008
2043,433355981056478336
2045,244008847416925312
2047,243160574195380352
2049,224768768318812416
2051,448838311663005440
2053,435376990804481280
2055,504971266484578816
2057,356703051184774400
2059,241758112754525696
2061,459570640365765248
2063,243436925273008000
2065,435977564673313024
2067,440958249267344128
2069,233412201025744384
2075,2073022938179727872
2078,447383554702441984
2080,257343415201570688
2082,459631770636945664
2085,452130593073779328
2088,243325599719408896
2090,468825607692777984
2092,435187084531940352
2094,2081473440940617728
2097,426558563962119808
2102,240375511239840384
2104,460971834791936512
2106,257646021416551552
2108,506238728513079552
2113,184735992329821312
2115,239292384912504576
2117,448755882651743232
2120,250847839800984576
2122,461696168140465024
2125,420715140690455296
2131,441688840384671232
2133,434967010405158016
2135,248972725799198336
2137,408536022185121792
2139,243519427299694976
2141,242502447769612416
2143,251143200411524608
2145,510282423047348608
2148,436339613235900288
2150,251373616815391744
2152,252773535636448128
2154,2178057497266198272
2157,271186124857736576
2159,2125860106874705792
2162,433369072115027712
2164,440285588669406336
2166,460737741896593536
2169,248238737367111040
2171,2127957700182224256
2174,188259553438075392
2176,172910744773671936
2178,434028886466934528
2180,144111786463858816
2182,248530756489222912
2184,510033692897797760
2187,249010457091505280
2189,448150842016040448
2193,249902882575967488
2195,2126150240504643968
2197,441158703978850944
2199,246120906175479296
2201,243105083218241664
2203,251005761459465600
2205,442860022127800320
2207,2069222166985430656
2210,459465194626557952
2212,439476485548772096
2214,444727821798106752
2216,242044015838635136
2218,443242587752262912
2221,453465056595578368
2223,249149029917670016
2225,161093163734221056
2227,238639863418126720
2229,1112647944167397504
2233,446805383378441984
2235,119707717861726080
2237,436513988907722624
2239,203207684598407296
2241,417041637979226880
2244,470088744688675456
2246,271094178196435328
2248,244596502021427456
2250,506830540646642560
2252,238387521201284608
2254,432736101310761984
2256,276091978242382720
2259,233448141308897152
2262,2007696172060857600
2266,441690936328665728
2268,469585546323619328
2270,509352785963230848
2272,409158517564063360
2274,273840556382648448
2276,441493745791802496
2278,427035030443328000
2282,436723205354481408
2284,436477460205283584
2286,239396086898738048
2289,442116138087720064
2293,253639985161262080
2295,436588549539917184
2297,435686911347310208
2299,272054949499632256
2301,441490447255839360
2303,440637294951753088
2305,248888789258269824
2307,525425756171519488
2311,440692682851035520
2314,272118545078492160
2316,442791272590242176
2318,450223112201384704
2321,434280326737560192
2323,2085303624056064000
2326,465192378897736576
2328,453105756808338944
2330,442764295894443264
2332,248655997741357568
2336,442137544204245888
2339,410931617503580928
2342,461389511770499328
2344,271977330850895488
2346,2069458080942237568
2349,275108430733323776
2354,435362937671731584
2356,3339935348702249472
2358,437974071628527232
2360,231636249228202368
2362,436620637237697664
2364,231334708163222784
2366,249267880252995968
2368,410682715558683520
2370,271632084195320192
2372,1006887462586116224
2374,2168524112972414848
2377,435357646272046848
2379,97571834375572480
2381,451036888241295872
2386,441526147019428736
2388,1999573014504693248
2392,257155604870305280
2394,248237466056792064
2397,437916102453656320
2400,433658557207413248
