ID,GaiaDR2,CLHW,RA_ICRS,DE_ICRS,__B-V_0,Vmag,__V-Ks_0,Prot,e_Prot,P90,Class,Binary,_RA_icrs,_DE_icrs,Teff_Mamajek,dr2_bp_rp,dr2_source_id,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_benchmark_period
nan,5338662117262713088,199296,166.34349999999998,-58.70035999999999,0.988,15.043,2.407,9.2837,0.875,0.0172,2,0,166.34349999999998,-58.70035999999999,4837.410114800304,1.253603,5338662117262713088,5338662117262713088,0.059412234,-0.015703201,166.34341413661835,-58.70032389254443,2.1771342253107706,0.020918401,104.07747,-9.203560624230358,4.942025499162115,1.107546,2393.378,14.760468,500.97586,18868.55192556821,675.0473,1.2423577,0,1,0,1,1.2472534,0.5453348,0.7019186,10.481178,6.9380164,2,3.7644098,-1,-1,289.5168411793379,1.3812282495828698,204.24440158709925,-56.38165444584435,0,4845.8926,4823.1445,4893.9,0.2103,0.1643,0.0867,4697.9937,0,False,6.449893554876265,False,False,False,False,True
508355.0,5340223011445710592,200147,166.33887,-58.27907999999999,0.836,14.4,2.042,6.9279,0.1379,0.0284,2,0,166.33887,-58.27907999999999,5180.846542233079,1.092967,5340223011445710592,5340223011445710592,0.044087064,-0.010697365,166.3387877874115,-58.27907784488856,2.0819421043701274,0.016843608,123.60429,-11.163026894293603,6.155543929120806,1.029706,2676.275,14.166711,651.99146,30206.66700304853,1007.5162,1.2210251,2,0,0,0,1.0749369,0.4558649,0.61907196,17.586878,5.3554425,2,6.602271,-1,-1,289.3471056545608,1.7668002622810381,203.71426135407742,-56.080618650065865,0,5100.839,5085.561,5124.913,0.1698,0.1366,0.0729,5043.982,0,False,5.759054094957937,False,False,False,False,True
nan,5338649335438748544,200419,166.33616999999998,-59.009359999999994,0.707,13.818,1.663,6.5521,0.0524,0.024,1,0,166.33616999999998,-59.009359999999994,5619.599965706338,0.93962765,5338649335438748544,5338649335438748544,0.054155096,-0.010169029,166.33608537129302,-59.009350559325284,2.0950678445062674,0.012749983,164.31926,-10.653911411368112,4.956202898633877,0.9036093,2670.7295,13.661178,606.10474,44969.50140250124,998.11255,1.207145,0,0,0,2,0.92482376,0.3792467,0.54557705,6.257873,2.8447402,2,8.577936,-1,-1,289.6362223892219,1.0961551630645054,204.6314648384496,-56.604940313628205,0,5526.5674,5498.5264,5575.1963,0.15,0.1239,0.0662,5458.7456,0,False,5.267168091555565,False,False,False,False,True
709052.0,5338622844077708416,206309,166.29828999999998,-59.20768999999999,1.157,15.925,2.828,10.2523,0.1125,0.038,1,0,166.29828999999998,-59.20768999999999,4489.4974035180885,1.4615326,5338622844077708416,5338622844077708416,0.03930243,-0.0031347275,166.29818182657615,-59.207642611210524,2.083536746124542,0.024564605,84.81866,-10.465768241381939,5.09316880009455,0.9696796,1053.5673,15.503311,242.0642,10357.161513919531,362.77216,1.2653068,0,2,0,1,1.4639978,0.6704807,0.7935171,nan,nan,-1,nan,-1,-1,289.69724989317575,0.9064838193468006,204.8603022583853,-56.75953325039086,0,4479.8477,4470.7646,4489.023,0.3487,0.2632,0.1385,4365.2227,0,False,7.097316978525402,False,False,False,False,True
nan,5338665411451709440,210916,166.27070999999998,-58.566669999999995,0.981,15.123,2.383,8.7796,0.4306,0.023,2,0,166.27070999999998,-58.566669999999995,4858.391359892783,1.2367697,5338665411451709440,5338665411451709440,0.070906915,-0.012619019,166.2706172438889,-58.56665216445201,2.0821440575076546,0.02276393,91.466805,-10.001089799791256,5.345944275169834,1.1828912,2580.0554,14.839286,556.80444,17559.181444213315,864.21686,1.2495167,0,37,0,25,1.2317371,0.5290861,0.702651,14.211692,6.2184277,2,3.47926,-1,-1,289.42885520854423,1.4887792671569036,204.0271750213927,-56.31227956803169,0,4756.4854,4746.255,4766.4443,0.1621,0.1268,0.0671,4730.1367,0,False,6.431839719472206,False,False,False,False,True
nan,5338662838817123328,216025,166.23578999999998,-58.697309999999995,1.377,17.09,3.458,12.9182,0.4445,0.0293,1,0,166.23578999999998,-58.697309999999995,4006.6445814802255,1.7221603,5338662838817123328,5338662838817123328,0.056923553,-0.010175705,166.23572041804564,-58.69728201478666,2.122738257192464,0.043195505,49.142574,-10.125272054680595,5.578128236177906,0.99064946,1727.1934,16.452003,83.57262,4946.546345807771,425.0494,1.3257524,3,3,0,0,1.8100243,0.87016106,0.9398632,nan,nan,-1,nan,-1,-1,289.46429112437346,1.361739133581385,204.16819296236636,-56.41854865296333,0,3760.0977,3722.6343,3887.562,0.1681,0.1196,0.0656,4054.9272,0,False,8.086485714400744,False,False,False,False,True
nan,5338656310466146176,216917,166.22941999999998,-58.78688999999999,0.672,13.562,1.573,4.8498,0.031,0.0401,1,0,166.22941999999998,-58.78688999999999,5740.453728067425,0.89599323,5338656310466146176,5338656310466146176,0.056377437,-0.010778427,166.22932743545553,-58.78684176584571,2.104894505037938,0.013100035,160.67854,-10.90713868401608,5.565980915355114,0.9613671,2300.88,13.414476,723.00525,55391.97680629844,850.1414,1.2042975,0,0,0,1,0.8832321,0.35803413,0.525198,6.6150193,3.4375808,2,10.654849,-1,-1,289.49699060345756,1.2782929537134744,204.27719557599235,-56.48490529441424,0,5713.4717,5677.5054,5786.181,0.1824,0.1521,0.0814,5589.3706,0,False,5.030628066466642,False,False,False,False,True
209456.0,5338652633973662464,217503,166.22449999999998,-58.95627999999999,0.783,14.169,1.858,6.4304,0.0863,0.014,1,0,166.22449999999998,-58.95627999999999,5380.824255504316,1.014638,5338652633973662464,5338652633973662464,0.056501582,-0.009772301,166.22439768690498,-58.956237032413064,2.0568077147226864,0.014377351,143.05887,-10.721044761838595,5.253246371872225,0.9552271,2385.905,13.979021,435.37042,34704.37002346799,826.48676,1.2126456,0,0,0,0,1.0008783,0.41879272,0.5820856,6.0064745,3.6803918,2,7.034875,-1,-1,289.5622637960372,1.1219518746283952,204.4892517348481,-56.60752639836191,0,5359.4917,5351.9414,5367.9307,0.1429,0.1162,0.0617,5246.09,0,False,5.5449895353867085,False,False,False,False,True
nan,5338663074989306880,218328,166.22011999999998,-58.68216999999999,0.556,13.027,1.373,3.8954,0.0706,0.017,2,0,166.22011999999998,-58.68216999999999,6035.248740665169,0.7844219,5338663074989306880,5338663074989306880,0.112699896,-0.010771751,166.2200403036015,-58.6821369139982,2.098074646811604,0.014062273,149.19882,-10.666801958817075,5.311018772023877,1.0206764,2772.4104,12.898137,870.0601,84601.81720113062,1044.1462,1.1942073,0,0,0,1,0.7768078,0.3081169,0.46869087,5.818376,2.8889914,2,11.046669,-1,-1,289.45077197256916,1.3723744098235209,204.13852792775205,-56.4134007223472,0,5995.598,5982.2397,6009.2466,0.0834,0.0706,0.0379,5933.5166,0,False,4.507241771462528,False,False,False,False,True
nan,5338628955767765248,220450,166.20511999999997,-59.01852999999999,0.7,13.752,1.6,5.1715,0.0578,0.026,1,0,166.20511999999997,-59.01852999999999,5703.451432385566,0.93887615,5338628955767765248,5338628955767765248,0.06781589,-0.0165596,166.2050752746873,-59.01849316877169,2.0758832339485473,0.01327835,156.33592,-10.735484690143544,5.558599419507665,0.98055524,1753.045,13.634329,496.66226,46196.64351231236,652.95807,1.2095624,0,1,0,0,0.9253197,0.37736034,0.5479593,1.9318626,7.0559254,2,8.529402,-1,-1,289.5779911275989,1.0608971629331492,204.55587536494093,-56.65883178112522,0,5544.92,5529.1016,5582.7275,0.1555,0.1286,0.0688,5460.967,0,False,5.2203434486472915,False,False,False,False,True
nan,5338653424247618176,224914,166.17592,-58.951029999999996,0.761,13.999,1.692,6.6486,0.4936,0.0302,1,0,166.17592,-58.951029999999996,5582.145873039224,0.9770899,5338653424247618176,5338653424247618176,0.07669205,-0.009138107,166.1758465616702,-58.9509902176581,2.08664262617664,0.014814634,140.8501,-9.684400055850181,5.329320378601308,0.9754627,1513.7458,13.834728,402.2898,39052.09431291884,530.2862,1.2109857,0,1,0,0,0.965188,0.3992443,0.5659437,-1.2181101,4.586332,2,6.1880794,-1,-1,289.53720793566526,1.1167612924312948,204.4501517994035,-56.621367666374155,0,5438.87,5422.9463,5457.2607,0.1837,0.1508,0.0805,5350.4165,0,False,5.431968615739391,False,False,False,False,True
501927.0,5340217067210233088,226823,166.16482999999997,-58.35891999999999,0.788,14.15,1.849,5.9299,0.0733,0.0261,2,0,166.16482999999997,-58.35891999999999,5391.19748048646,1.0059834,5340217067210233088,5340217067210233088,0.045139812,-0.009669304,166.16476707176923,-58.358891573683735,2.0990086248997315,0.014610038,143.66893,-10.977184752761247,5.006274476702802,0.95287293,2256.7285,13.960944,537.3247,35094.07595879463,597.52026,1.2110358,0,0,0,0,0.9898205,0.4136877,0.5761328,6.679304,3.9738464,2,6.7992797,-1,-1,289.2950987223113,1.6571610744660017,203.6954239311383,-56.20150250834989,0,5366.0806,5355.527,5376.929,0.1717,0.1403,0.0747,5269.7314,0,False,5.571015291306502,False,False,False,False,True
nan,5338710083450231936,227407,166.15849999999998,-58.65699999999999,0.9,14.609,2.102,8.5783,0.4625,0.014,2,0,166.15849999999998,-58.65699999999999,5120.132851940557,1.1218815,5338710083450231936,5338710083450231936,0.059216596,-0.011834145,166.1584406846034,-58.65698963308818,2.0562924879991904,0.018548844,110.85825,-10.638881940572324,4.77409609812943,1.0201246,2168.0205,14.386626,526.3075,25030.796947569892,694.11847,1.2237148,0,4,0,0,1.1097527,0.4748354,0.63491726,8.557103,5.2695503,2,5.0218263,-1,-1,289.41135013724534,1.3826278041477569,204.06533518521385,-56.41776700871906,0,5079.166,5068.4785,5087.365,0.1884,0.1506,0.0795,4974.957,0,False,5.9520506884213376,False,False,False,False,True
