Seq,f_Seq,Source,RA_ICRS,DE_ICRS,GBP-GRP,Teff,Gmag,gmag_lc,Prot,Note,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_pass_author_quality,flag_benchmark_period
66, ,2393862836322877952,23 40 37.5,-18 11 37.9,1.239,4734,11.485,6.472,7.7,Conv.,2393862836322877952,1.239,2393862836322877952,0.1862238,0.0006055832,355.1561567817785,-18.1938605003554,10.011937314570435,0.018648637,536.8723,28.605757576793746,-4.6657611904202,1.0080708,1585.7107,11.485858,478.129,378636.4187156686,707.9533,1.2326277,0,0,0,0,1.2195606,0.5360422,0.6835184,16.109732,0.44275853,1,54.591797,13.211196,3.8349826,57.944904135081465,-71.4106181672857,348.1976484811485,-14.74746863327834,0,4714.063,4707.3315,4720.825,0.0598,0.0467,0.0246,4698.940523320303,0,False,0.0006055832,False,6.4884485725470835,False,False,False,False,True,True
67, ,2594993646533642496,22 31 13.9,-17 04 52.4,1.242,4829,11.934,6.451,6.1,Rapid,2594993646533642496,1.242,2594993646533642496,0.19407713,-0.012972832,337.8078914562028,-17.081212210469094,8.056257302892089,0.017241038,467.27216,26.408399117383244,-5.606586876157518,1.0078831,876.78973,11.921347,254.53232,254485.21784238008,338.7796,1.2362276,0,0,0,0,1.2221317,0.53452396,0.68760777,11.116256,0.90053785,1,26.729362,,,42.79066598625824,-56.13701313379642,333.1479070153578,-7.231061042427782,0,4872.868,4865.095,4884.2134,0.2466,0.1941,0.1028,4693.305228775587,0,False,0.012972832,False,6.452013306328389,False,False,False,False,True,True
68, ,3199896668704440064,04 38 55.5,-06 40 25.0,1.242,4890,12.458,6.305,4.28,Rapid,3199896668704440064,1.242,3199896668704440064,0.17321233,-0.01587677,69.73110654443497,-6.673612118201191,5.905574600048193,0.014592909,404.68796,-8.866406892494847,-4.956684998970329,1.0074211,741.1785,12.441821,207.73126,158040.9450425168,285.2162,1.2408477,0,1,0,0,1.2198792,0.52902985,0.6908493,18.919258,2.6180665,1,32.317047,17.51432,15.063545,203.10426540163417,-32.417802250190334,66.94934062126956,-28.50535231271663,0,4889.117,4882.157,4897.1274,0.2785,0.2199,0.1172,4693.305228775587,0,False,0.01587677,False,6.298131898075054,False,True,True,True,True,False
69, ,5114686272872474880,03 47 25.8,-12 32 30.9,1.247,5006,12.634,6.55,9.0,Conv.,5114686272872474880,1.247,5114686272872474880,0.12902442,-0.010612488,56.857436739950565,-12.541903999871348,6.122095247445659,0.017902015,341.97803,-2.600255455178029,-0.8945910044923541,1.0980086,2027.3903,12.623689,596.3744,133252.94593655452,906.6908,1.2344238,0,1,0,0,1.2262192,0.5387335,0.6874857,19.379574,3.288672,1,19.022568,7.8445754,15.790763,202.32929177718944,-46.38298113740049,51.189380578424604,-31.624536662189833,0,4779.9077,4771.6855,4787.7705,0.1566,0.1227,0.0649,4683.975509438259,0,False,0.010612488,False,6.558189108112277,False,False,True,True,True,False
70, ,2433715455609798784,23 36 52.1,-11 25 01.7,1.249,4810,11.737,6.442,6.3,Rapid,2433715455609798784,1.249,2433715455609798784,0.17161527,0.005712509,354.2169697921,-11.417147061861066,8.738606914807622,0.018814594,464.45898,24.032744691642325,-6.6858749247011655,1.0153829,587.4949,11.742958,156.69441,301995.64731454436,244.96298,1.2379639,0,1,0,0,1.23876,0.54369545,0.69506454,12.680728,1.0091636,1,39.074837,,,71.21807013252885,-66.47226971013906,350.14824547829426,-8.182625983350599,0,4895.8267,4888.9453,4902.5693,0.367,0.2881,0.1526,4680.265339847818,0,False,0.005712509,False,6.450169089323001,False,True,False,True,True,False
71, ,5106733402188456320,03 24 25.2,-15 50 05.4,1.278,4944,11.517,6.197,0.62,Rapid,5106733402188456320,1.278,5106733402188456320,0.2985397,0.012587547,51.104971103054375,-15.83482222958036,8.544446567727695,0.08895968,96.04853,-0.43190685434377263,-4.57958390011881,4.692701,530.42914,11.529411,152.17215,375222.2733659054,217.53897,1.2524254,0,1,0,1,1.265914,0.5486765,0.7172375,11.317054,3.3619256,1,49.62829,,,203.24313152899626,-52.83166676375236,43.75831322810919,-33.242896120130915,1,5525.451,5500.6187,5540.1826,1.0084,0.8099,0.4391,4627.830347186981,0,False,0.012587547,False,6.187831007336483,True,True,True,True,True,False
72, ,2390974419276875776,23 48 32.4,-18 32 57.4,1.283,4706,11.583,6.618,6.5,Rapid,2390974419276875776,1.283,2390974419276875776,0.13537188,-0.015706062,357.13520923926177,-18.549263289268414,10.090356649719405,0.019621018,514.26263,27.68771187697674,-4.110815754958733,1.0651505,533.7607,11.567235,134.6928,357359.019181544,199.92294,1.2361194,0,1,0,0,1.263319,0.5612173,0.7021017,17.20027,0.8719914,1,36.06455,,,60.29945021245735,-73.18333545565382,349.8207856760198,-15.8441519825962,0,4616.8447,4608.63,4629.2627,0.0177,0.0138,0.0073,4619.04123545755,0,False,0.015706062,False,6.586767577519186,False,False,False,False,True,True
73, ,3172630287868034944,04 26 48.2,-15 25 47.4,1.307,4881,12.334,6.599,5.85,LM   ,3172630287868034944,1.307,3172630292164472192,1.5833907,0.038098335,66.70074008410529,-15.429838310726966,6.133156284564102,0.04602784,133.24884,-8.760549949215092,-0.022898389455330743,4.0961466,818.72314,12.371653,247.84882,187180.71207102225,377.55026,1.3481911,0,72,0,72,1.2865763,0.4821663,0.80441,20.041948,3.1211944,1,36.706112,58.223484,47.963978,211.27186478446825,-38.86637129285513,61.64418479918735,-36.60354906244017,0,5294.4365,5282.8926,5308.4644,0.8162,0.6508,0.3506,4577.840372772611,0,False,0.038098335,False,6.310072760566182,True,True,True,True,True,False
74, ,5161117923061794688,02 59 52.0,-09 47 35.8,1.308,4800,12.063,6.639,5.45,LM   ,5161117923061794688,1.308,5161117923061794688,0.1799323,0.010989189,44.96679440997395,-9.793266298937063,8.281496774880384,0.01960246,422.4723,0.19398748629438584,-5.790103019232891,1.1999959,312.79074,12.073931,116.014946,225668.98651075296,172.87743,1.2329816,0,0,0,0,1.2932348,0.58351994,0.7097149,19.103354,2.2119823,1,29.436632,,,189.29450764651577,-55.129119794108824,39.33037725702444,-25.662511148977096,0,4757.9346,4740.245,4769.0854,0.333,0.2593,0.1377,4576.158311397052,0,False,0.010989189,False,6.664474925684438,False,False,True,True,True,False
75, ,5155187986271622912,03 20 33.3,-14 16 58.4,1.32,4776,12.307,6.687,1.93,LM   ,5155187986271622912,1.32,5155187986271622912,0.15496123,-0.010440826,50.138716010435786,-14.282878357156003,7.5087839206511715,0.013656428,549.83514,-0.7070841967382434,-3.034419567004901,1.0023669,2304.912,12.296031,586.4413,189668.4624802114,203.11711,1.2602583,1,0,0,0,1.321559,0.5784359,0.74312305,17.31964,1.3315947,1,23.954048,18.161776,16.673815,200.254355408564,-53.01217043786056,43.25307845473612,-31.483067007374835,0,4656.6226,4650.655,4662.872,0.0353,0.0271,0.0142,4556.183448503491,1,True,0.010440826,False,6.673879032574778,False,True,False,True,True,False
76, ,5129876953722430208,02 29 28.5,-20 12 16.8,1.334,4829,11.695,6.739,8.0,LM   ,5129876953722430208,1.334,5129876953722430208,0.17625104,-0.0012245178,37.368578085340715,-20.204656731621792,10.255356337660485,0.016305448,628.9527,2.9317677546055245,1.321909302433409,1.0607558,1480.4185,11.693619,579.9284,326767.42988028476,833.1549,1.2481784,0,19,0,20,1.3175812,0.5862608,0.7313204,21.645903,0.48722547,1,55.329506,16.097893,18.102434,201.0393870440501,-66.55614795214936,27.31519720793358,-32.91850380327408,0,4671.7144,4663.8677,4684.4907,0.1241,0.0954,0.0502,4533.358317714058,0,False,0.0012245178,False,6.748372550296303,False,False,False,False,True,True
77, ,2339984636258635136,23 56 53.7,-23 17 24.6,1.349,4545,11.475,6.765,8.35,LM   ,2339984636258635136,1.349,2339984636258635136,0.18783362,0.010980606,359.22381887426945,-23.29017655714533,11.370926104451838,0.019327015,588.3436,30.187665291245725,1.685135120766006,1.3723562,1385.6257,11.486065,492.1665,398610.4469092443,771.79224,1.2515031,0,0,0,0,1.3334045,0.5938635,0.73954105,15.519688,0.36100382,1,64.903,10.521707,7.947198,47.216381773865194,-77.08852625220187,349.5922440790141,-20.9658931887791,0,4571.9243,4568.783,4575.6104,0.0159,0.0121,0.0064,4509.4553334549055,0,False,0.010980606,False,6.765044096980816,True,False,False,False,True,True
78, ,3195826963854173056,04 06 29.4,-07 35 32.2,1.366,4828,12.987,6.797,10.73,Slow ,3195826963854173056,1.366,3195826963854173056,0.044644065,-0.0132780075,61.622600302012,-7.5922847889655465,5.845261921754224,0.015261902,382.99698,-7.452514209842327,-4.353410649151355,0.9176481,2200.7815,12.973429,734.92017,101247.21410049875,840.1186,1.2454371,0,1,0,0,1.3475561,0.60856533,0.7389908,20.49734,1.0567408,1,20.888182,11.197047,21.788973,199.33055407983002,-39.92315145717727,57.782422475189186,-27.913036471148054,0,4654.5215,4646.61,4660.6094,0.1622,0.1241,0.0651,4483.028382966338,0,False,0.0132780075,False,6.807448607897696,False,False,False,False,True,True
79, ,2349094158814399104,00 47 18.0,-22 45 08.1,1.366,4585,10.929,6.051,1.3,LM   ,2349094158814399104,1.366,2349094158814399104,0.1597159,0.0032615662,11.824964621388787,-22.752240066272286,10.725938707011833,0.0503965,212.83104,21.132347657974858,2.4150906866936146,2.7741065,1157.9532,10.932421,299.38678,669981.3914116328,424.89755,1.254868,0,0,0,0,1.3550978,0.60541534,0.7496824,17.721348,2.2132413,1,106.56392,,,110.61160101193958,-85.52465852520295,1.2404026853002843,-25.467823123464573,0,,,,,,,4483.028382966338,0,False,0.0032615662,False,6.084597284961106,True,True,False,True,True,False
80, ,3247412647814482816,03 32 30.9,-06 13 09.1,1.382,4714,12.327,6.898,6.66,LM   ,3247412647814482816,1.382,3247412647814482816,0.12509221,-0.012915611,53.12881980565811,-6.2192006280482905,8.304620948555565,0.015746443,527.3966,-6.757460868339656,-8.734078724367384,1.2296412,2276.3386,12.313834,682.34766,187630.88647359,850.11743,1.2504208,0,0,0,0,1.3653183,0.61611843,0.74919987,22.753504,0.86157054,1,35.729187,22.649872,17.774584,191.71482904497978,-46.42519056435127,49.01581224385542,-24.565715909228796,0,4569.551,4566.2603,4573.059,0.0868,0.0661,0.0347,4458.771344395966,0,False,0.012915611,False,6.910433263103112,True,False,False,False,True,True
81, ,4975223840046231424,00 47 38.5,-47 41 45.8,1.42,4551,11.514,6.985,5.8,LM   ,4975223840046231424,1.42,4975223840049378432,0.23036171,0.006485939,11.910339066834085,-47.696055260500714,12.483924097662904,0.019093635,653.8265,24.640525144730866,22.250794779564647,1.5292025,1280.9972,11.520679,333.66187,396906.90382605756,522.30066,1.2583175,0,0,0,0,1.4068155,0.63731,0.7695055,15.552419,0.7109171,1,86.03245,19.795855,14.423774,304.7494083159556,-69.4187946942709,345.79183088939357,-47.206759334824284,0,4532.6685,4518.232,4557.2524,0.2712,0.2068,0.109,4403.391743003645,0,False,0.006485939,False,7.002435071317645,True,False,False,False,True,True
82, ,3191365111308746880,04 24 30.4,-10 41 02.4,1.423,4719,12.901,6.944,7.02,LM   ,3191365111308746880,1.423,3191365111308746880,0.13789468,-0.0094976425,66.12658835046398,-10.683995628853546,6.523896365937786,0.01528701,426.76077,-8.689191107381284,-3.8972619521083023,0.89074683,1412.8442,12.891982,398.09976,111823.07631719005,611.80646,1.2534138,0,0,0,0,1.4072819,0.6418667,0.7654152,19.733725,1.8852597,1,23.820162,19.191124,18.526299,205.48118121065238,-37.41596615674043,62.08638697081679,-31.838874036147207,0,4480.2114,4475.6836,4484.5845,0.1808,0.1371,0.072,4399.1457604597035,0,False,0.0094976425,False,6.964517346172993,False,False,False,False,True,True
