ID,GaiaDR2,CLHW,RA_ICRS,DE_ICRS,__B-V_0,Vmag,__V-Ks_0,Prot,e_Prot,P90,Class,Binary,_RA_icrs,_DE_icrs,dr2_source_id,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,M_G
103352.0,5338704585891552000,247067,166.01457999999997,-58.705079999999995,1.389,16.574,3.589,17.9713,2.0441,0.017,3,1,166.01457999999997,-58.705079999999995,5338704585891552000,5338704585891552000,0.028329788,-0.015723228,166.0145245352079,-58.70506690506063,2.0811820406074903,0.03491992,59.598705,-10.056061059593604,5.807601753967124,1.1544704,2466.5393,15.903925,354.00342,8315.521193931176,620.38043,1.3232224,0,3,0,0,1.8851509,0.9293976,0.9557533,nan,nan,-1,nan,-1,-1,289.36208661232286,1.308586699309396,204.02929703903544,-56.504434111942686,0,4204.076,4198.7573,4211.792,0.7556,0.5426,0.2944,7.495475289671484
203551.0,5338676921962883200,253475,165.96325,-58.95766999999999,0.75,13.542,1.867,5.9034,0.6895,0.0251,3,1,165.96325,-58.95766999999999,5338676921962883200,5338676926315346816,0.03307901,-0.008066177,165.9631658721577,-58.95763246680643,2.074324019731905,0.028571194,72.60194,-10.836701351411673,5.511989676558623,2.5007997,1900.1647,13.344761,544.6418,62407.26085010435,919.4726,1.2199799,0,0,0,0,0.99185085,0.40689754,0.5849533,2.1730225,2.848012,2,13.362776,-1,-1,289.439386108837,1.0666708612296558,204.31660523445052,-56.70314830009498,0,5659.4907,5650.416,5668.76,0.3375,0.2774,0.1483,4.929143876328931
618304.0,5339401878083600256,16803,167.33274999999998,-58.67396999999999,0.967,14.398,2.274,8.2312,0.1914,0.0213,2,1,167.33274999999998,-58.67396999999999,5339401878083600256,5339401878083600256,0.05094516,-0.016550064,167.33261254189978,-58.67393954138101,2.079894267010039,0.015313413,135.82173,-10.112299135510664,5.315684381101599,0.9578317,2641.4402,14.136347,468.72696,32911.10886631281,887.7663,1.2340351,1,1,0,0,1.2113667,0.52955914,0.6818075,2.2529776,16.819603,2,5.780498,-1,-1,289.97995255528986,1.6063086937830766,204.87472798138592,-56.00483301197952,0,4820.212,4811.2417,4832.413,0.2035,0.1603,0.0852,5.726553106202415
nan,5338641192179971200,98040,166.90416999999997,-58.95013999999999,0.605,12.454,1.439,4.3064,0.4989,0.0161,2,1,166.90416999999997,-58.95013999999999,5338641192179971200,5338641192179971200,0.19294503,-0.0077648163,166.9040426693412,-58.9500970971243,2.0919925800244914,0.011364399,184.083,-10.825289397053176,5.2322344936494245,0.8151828,4482.555,12.333295,1056.2402,145775.11787684605,1333.9277,1.2027631,0,34,0,35,0.81693935,0.32233143,0.49460793,6.09576,2.4168656,1,22.086733,-1,-1,289.88202425890637,1.2658197886531986,204.93438354106013,-56.35755701468928,0,5631.86,5630.314,5633.8916,0.0007,0.0006,0.0003,3.936095567580855
nan,5340147901059140480,101262,166.88486999999998,-58.75952999999999,1.361,16.288,3.478,6.4719,0.1998,0.0255,1,1,166.88486999999998,-58.75952999999999,5340147901059140480,5340147901059140480,0.059875954,-0.016555786,166.88476398115648,-58.75949058179027,2.0685073217364374,0.030522663,67.769554,-10.87355716752259,4.8872670156382485,0.9856094,1666.4828,15.646494,114.3355,10330.482072212317,257.0681,1.3375031,0,1,0,0,1.7480383,0.8141384,0.9338999,nan,nan,-1,nan,-1,-1,289.7985265192169,1.4374655801520908,204.6817394886409,-56.228046255887,0,4126.148,4121.9165,4130.4404,0.4903,0.3553,0.1918,7.22477922410847
nan,5338643528641955584,112216,166.83299999999997,-58.99963999999999,0.868,14.045,2.144,6.1255,0.4491,0.016,2,1,166.83299999999997,-58.99963999999999,5338643528641955584,5338643528641955584,0.05499486,-0.011275291,166.83291345750743,-58.9995805267555,2.115836839281968,0.016371826,129.23647,-10.317916227482336,5.671715794242844,1.1077945,2606.892,13.808943,745.27454,43169.87687688679,766.5933,1.2281139,0,0,0,0,1.1365738,0.48757458,0.6489992,7.058674,3.5250964,2,10.689565,-1,-1,289.86756858421296,1.205955189445536,204.94962784349806,-56.41856052026132,0,4986.199,4970.3647,5011.444,0.2079,0.1659,0.0886,5.436353667070232
nan,5340148927515092352,118143,166.79967,-58.72543999999999,1.322,16.731,3.614,0.8373,0.0017,0.0413,1,1,166.79967,-58.72543999999999,5340148927515092352,5340148927515092352,0.06137541,-0.00019264221,166.7995631173453,-58.725423020545726,2.121899433462963,0.09172696,23.132778,-9.755578216546603,5.649298289478114,2.5711484,605.8795,16.051744,102.693794,7421.8473216679395,238.66515,1.3604342,0,26,0,20,1.860733,0.8806038,0.98012924,nan,nan,-1,nan,-1,-1,289.74450639517306,1.4515638131678765,204.58198485495004,-56.23441914805309,0,5014.845,4989.4033,5039.2056,2.0732,1.5638,0.8585,7.68536844529741
nan,5338646621018893696,118500,166.79904,-58.823029999999996,1.3,16.286,3.252,10.2487,0.3116,0.042,1,1,166.79904,-58.823029999999996,5338646621018893696,5338646621018893696,0.086259276,-0.008910179,166.7989295131365,-58.82301063848009,2.046930178992561,0.03228349,63.404865,-10.052488636110274,4.442272053894277,1.0114756,1439.4221,15.748731,196.4742,9010.947393248245,425.3106,1.2958063,0,2,0,2,1.7028656,0.8151045,0.8877611,nan,nan,-1,nan,-1,-1,289.7823823868727,1.3616209143533142,204.70412680165077,-56.30458595702471,0,nan,nan,nan,nan,nan,nan,7.304245804904367
nan,5338646208701929856,119177,166.79603999999998,-58.857139999999994,1.224,16.28,3.373,1.9743,0.0136,0.036,1,0,166.79603999999998,-58.857139999999994,5338646208701929856,5338646208701929856,0.06808679,-0.014256477,166.7959408164426,-58.8571198158478,2.087301687324636,0.03076407,67.84869,-10.287155099289068,5.796182003109461,1.1098677,1013.36456,15.62981,139.71281,9929.559648995299,190.30382,1.3220617,0,8,0,9,1.5748911,0.70065117,0.8742399,nan,nan,-1,nan,-1,-1,289.79430317161535,1.3296240283996836,204.74507744330413,-56.33008186482115,0,nan,nan,nan,nan,nan,nan,7.2277364541694205
nan,5338644456355100288,124726,166.76828999999998,-58.907579999999996,1.153,15.708,3.113,8.1801,0.2016,0.022,2,1,166.76828999999998,-58.907579999999996,5338644456355100288,5338644456355100288,0.38162556,0.005288124,166.76820033100648,-58.90753340504809,2.300718390225395,0.15334317,15.003723,-9.863071550933608,6.15167397489199,7.2190957,994.0335,14.991578,338.516,17014.131715981064,531.1077,1.3029231,0,13,0,12,1.4491272,0.6284199,0.8207073,8.46323,10.479207,2,4.0710645,-1,-1,289.80084012626725,1.2776206904745346,204.7901621884836,-56.37615837731128,0,4487.9956,4476.0103,4515.4224,0.4299,0.3275,0.1753,6.800895421757161
