Seq,KIC,dr2_source_id,Gmag,BP-RP,Teff,Mass,SpT,Per,e_Per,NQ,f_Seq,Simbad,_RA,_DE,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,nbhr_count,flag_nbhr_count,flag_bad_gaiamatch,M_G
1,9716563,2128134824634071424,13.313,0.569,6507,1.287,F5,1.11,0.338,15,Y,Simbad,294.41072,46.48686,2128134824634071424,0.07012036,-0.0140218735,294.4106989548505,46.48681658079182,0.8784306744808936,0.009439448,93.05954,-3.3765389741297045,-8.916900829854136,1.0035268,3087.8784,13.298725,1708.1992,52476.24455974867,2087.4888,1.1772727,0,0,0,0,0.5641041,0.21336746,0.35073662,,,,,,,79.32894063985091,12.004124923906472,314.7780718234078,66.17276529508526,0,7024.583,7015.1416,7034.667,0.2469,0.2187,0.1177,0,False,False,3.0172625920576763
2,9716076,2128122008451548672,13.35,0.57,6506,1.287,F5,2.5,0.004,15,Y,Simbad,294.22782,46.41767,2128122008451548672,0.018766437,-0.0131073,294.2278002680421,46.417630217677996,0.8891264109236147,0.009503403,93.55874,-3.504494115623852,-8.848874858372211,1.030812,4143.721,13.337139,1529.8802,50785.844221575775,2052.4014,1.1781439,0,1,0,0,0.56817913,0.21457863,0.3536005,,,,,,,79.20757216264408,12.085219413070368,314.42358822133235,66.16060369838253,0,6986.7046,6950.06,7007.6436,0.2294,0.2029,0.1092,0,False,False,3.0819566840045862
3,9718403,2080469827339292672,13.444,0.574,6504,1.286,F5,2.09,0.0067,15,Y,Simbad,295.07502,46.43191,2080469827339292672,0.057179064,-0.013019562,295.07499684167936,46.4318670177163,0.87524016276413,0.009850971,88.84811,-3.3872500320686196,-8.847293497959203,0.9578344,4074.23,13.431184,1696.4353,46649.972077971936,2169.693,1.1780885,0,0,0,0,0.5718794,0.21646214,0.35541725,11.297644,5.9403863,2,9.776477,,,79.49244322972548,11.571907664283417,315.7508064568029,65.93494238804224,0,6822.0967,6810.216,6833.54,0.1611,0.142,0.0766,0,False,False,3.1418200061251564
4,9715923,2128125135187725696,13.337,0.58,6501,1.284,F5,0.92,0.0006,15,Y,Simbad,294.16389,46.45051,2128125135187725696,0.028314456,-0.01317215,294.16386896098794,46.45046624061956,0.8745587845690797,0.009299239,94.04627,-3.3083287927391902,-8.859300510671801,1.0265307,4856.694,13.324332,1497.6321,51621.410807726796,1808.6024,1.1792465,0,0,0,0,0.57590294,0.21739197,0.35851097,-2.9201353,9.395659,2,10.480158,,,79.21721873314479,12.13935438590472,314.3565928107683,66.20843393320766,0,6925.304,6914.0405,6936.921,0.2226,0.1966,0.1059,0,False,False,3.0332772694728956
5,9716858,2128133789541221888,13.581,0.607,6477,1.271,F5,3.74,0.5527,15,Y,Simbad,294.51185,46.44465,2128133789541221888,0.025808435,-0.012928963,294.51182439170657,46.44461232907918,0.8768014569305241,0.010917052,80.31486,-3.4256749391075854,-8.909494253389166,0.9366991,3032.9822,13.568356,1740.3911,41785.31534839212,2366.467,1.1801727,0,0,0,0,0.6032009,0.2301817,0.37301922,0.9741137,6.8855047,2,7.437404,,,79.3227975776633,11.92290444154763,314.89286027734926,66.10585631670857,0,6639.5815,6626.0503,6653.2715,0.1389,0.1217,0.0656,0,False,False,3.2828618742179447
6,9777642,2128137229815871232,13.547,0.608,6476,1.27,F5,2.01,0.201,15,Y,Simbad,294.67087,46.50394,2128137229815871232,0.053640634,-0.012829781,294.67085206412764,46.50390257081766,0.8854695845131669,0.010209766,86.72771,-3.4595974392703934,-8.78231949534972,0.9784375,4220.716,13.534615,1209.8054,43072.65176931576,2088.534,1.1804918,0,0,0,0,0.60100937,0.22878647,0.3722229,4.8882155,6.658853,2,5.8688526,,,79.42767512172902,11.852354989410594,315.1995156141355,66.11520151173472,0,6714.7993,6699.791,6727.1895,0.1687,0.1479,0.0797,1,True,False,3.2704828027872423
7,9716139,2128145506212004608,13.435,0.609,6474,1.269,F5,2.31,0.3108,14,Y,Simbad,294.24467,46.44965,2128145506212004608,0.031077154,-0.013156891,294.2446515336463,46.44961509145773,0.9026668805341022,0.009481806,95.19988,-3.305535344731905,-8.812448282042563,0.9941627,3612.1587,13.421414,1405.6621,47840.45946377049,2181.845,1.1795282,0,0,0,0,0.6043701,0.2313633,0.37300682,11.972063,5.997691,2,9.417667,,,79.24212103397352,12.089297033212233,314.4818860428901,66.18516506153094,0,,,,,,,0,False,False,3.1990519162559785
8,9898009,2128518829068874112,13.702,0.619,6462,1.263,F5,1.44,0.1338,15,Y,Simbad,294.69415,46.76665,2128518829068874112,0.03298899,-0.01210022,294.69412596958034,46.76661132842508,0.8862703126661229,0.012121854,73.11343,-3.3059829048275433,-8.880965001565936,0.9568245,5374.164,13.689767,1405.8175,37622.06131238485,2058.7063,1.181903,0,0,0,0,0.61503696,0.23455906,0.3804779,1.167896,6.4174957,2,7.3402843,,,79.67413297003455,11.957781423054781,315.50428660466554,66.34797430639034,0,6592.13,6575.529,6613.033,0.1369,0.1196,0.0645,0,False,False,3.427597893932461
9,9654924,2128121561774912128,13.635,0.622,6458,1.26,F5,1.83,0.1558,15,Y,Simbad,294.17154,46.38597,2128121561774912128,0.030971892,-0.013077736,294.17151683899465,46.38593442807817,0.8913843818900963,0.0104860915,85.006355,-3.3231495119884844,-8.834922903467774,0.9670811,4674.729,13.621613,1570.9225,40120.18969259653,1660.7855,1.1828784,0,1,0,0,0.6165571,0.23443222,0.3821249,-0.33445624,10.709074,2,8.210306,,,79.16073401874156,12.105555950542389,314.3041176151182,66.14725437120104,0,6632.8413,6617.391,6648.2183,0.1585,0.1386,0.0748,0,False,False,3.3719376511442576
10,9655708,2128131216861127680,13.665,0.631,6445,1.253,F5,2.38,0.3009,15,Y,Simbad,294.4423,46.30235,2128131216861127680,0.058304176,-0.013947487,294.44228348895456,46.302305973238525,0.8730798559271288,0.011312367,77.17924,-3.2614331485038903,-8.846555218876501,0.9094834,4245.054,13.650846,1142.0327,39168.93582021447,2120.4368,1.1814688,0,1,0,0,0.6256323,0.24032784,0.38530445,5.493577,8.459014,2,5.4225116,,,79.17095251144336,11.901027795098713,314.6425081902429,65.99528727001632,0,6640.172,6616.7847,6670.6323,0.186,0.1626,0.0877,0,False,False,3.3561153681836995
11,9655437,2128132728689966720,13.812,0.652,6409,1.24,F5,1.38,0.0767,15,Y,Simbad,294.35443,46.39579,2128132728689966720,0.073068805,-0.013267517,294.3544072127803,46.3957459970131,0.8872935090527985,0.011789258,75.26288,-3.664453300334766,-8.867063793028372,1.0879991,3977.3157,13.799257,839.06995,34603.988341637254,1203.5636,1.1835417,0,1,0,0,0.6501055,0.25092793,0.39917755,19.220009,7.188275,2,6.0320907,,,79.22797109572959,11.997457310114518,314.5990431041351,66.10528314656261,0,6566.0205,6547.778,6597.405,0.1928,0.168,0.0907,0,False,False,3.539593800807385
12,9655357,2128108951750969088,13.722,0.658,6398,1.236,F5,1.81,0.1239,15,Y,Simbad,294.32423,46.31857,2128108951750969088,0.15978399,-0.013325691,294.3242089113133,46.318526981586345,0.7573339438491173,0.014958835,50.62787,-3.501693445081324,-8.76643927009896,1.301113,3624.8755,13.708821,1188.7909,37691.322986905856,1903.112,1.1848432,0,1,0,1,0.65248775,0.25095844,0.4015293,11.78486,8.590171,2,6.187658,,,79.1479380016341,11.981078913716955,314.47506982079796,66.04307945155149,0,6576.3086,6562.395,6591.1274,0.2151,0.1874,0.1012,0,False,False,3.105258408795944
13,9655145,2128121080738614016,13.905,0.67,6374,1.228,F5,1.49,0.0025,15,Y,Simbad,294.25241,46.39624,2128121080738614016,0.031672645,-0.011881828,294.2523932086942,46.39620231446433,0.8634469083826657,0.011391002,75.80079,-3.285270239973903,-8.569993935514493,1.0184921,4446.8677,13.89317,1511.4375,32084.805815077074,1601.6909,1.1872473,0,0,0,2,0.66755676,0.25653362,0.41102314,2.4885175,10.570078,2,6.4224744,,,79.19585247496366,12.06041269181844,314.4405510987287,66.13415256046669,0,6592.452,6574.8145,6614.9106,0.2489,0.2166,0.1171,0,False,False,3.574348550892628
14,9594739,2128107714800080384,13.891,0.671,6370,1.227,F5,2.22,0.1145,15,Y,Simbad,294.44784,46.27344,2128107714800080384,0.03345196,-0.01386261,294.4478133389909,46.273398805930405,0.8730234070668271,0.012084455,72.24351,-3.38753133682404,-8.876921120350858,1.0362293,3572.5127,13.876815,1196.0027,32475.60545275415,1824.0685,1.185388,0,1,0,0,0.66442966,0.25661755,0.40781212,6.886971,5.904265,2,5.5013504,,,79.14640492534875,11.884498000135924,314.62237378829053,65.96730402106425,0,6442.57,6426.208,6459.775,0.158,0.1371,0.074,0,False,False,3.581944281964356
15,9469799,2128018963596952832,13.896,0.672,6370,1.227,F5,2.49,0.1439,15,Y,Simbad,293.80538,46.06207,2128018963596952832,0.059650797,-0.012032509,293.8053555960814,46.06203482399684,0.8712239564949976,0.012356419,70.507805,-3.4005976529699287,-8.910426017781434,1.0221553,3559.7175,13.884028,954.338,32297.399260703718,1733.8853,1.1857666,0,1,0,0,0.6662779,0.257226,0.4090519,1.6740896,6.3596287,2,6.4344783,,,78.74829336392762,12.186222330632848,313.4138810114493,65.95108445970445,0,6439.165,6420.5415,6463.574,0.1563,0.1355,0.073,0,False,False,3.584677479411072
16,9655730,2128131216861484928,13.895,0.672,6369,1.226,F5,2.06,0.0787,15,Y,Simbad,294.44737,46.31283,2128131216861484928,0.078357086,-0.013777733,294.44735065279974,46.31279017121495,0.8936531939131717,0.012004149,74.44536,-3.3631667790244055,-8.729526493889836,1.0127455,4694.406,13.8813,1129.9689,32348.2461195784,1675.1797,1.185449,0,0,0,0,0.6647682,0.25673676,0.40803146,6.7129965,14.129139,2,4.7915373,,,79.18212327818982,11.90266860185713,314.6608089046897,66.00345802606289,0,6506.8735,6485.056,6526.5,0.195,0.1693,0.0913,0,False,False,3.637145031886792
17,9594038,2128118057081550464,13.944,0.674,6365,1.225,F5,1.9,0.041,15,Y,Simbad,294.213,46.21722,2128118057081550464,0.072358966,-0.012924194,294.2129753148945,46.217183892849135,0.8397146068746221,0.011895168,70.59292,-3.2700383801827257,-8.73586002546411,0.9656796,4050.917,13.931571,1078.8818,30921.076157393534,1605.107,1.1848844,0,0,0,0,0.6684942,0.25918198,0.40931225,21.676117,11.409222,2,5.7946186,,,79.01998161628377,12.003821137275368,314.20164721468524,65.98121589308154,0,6449.952,6433.2783,6466.204,0.1731,0.1501,0.081,0,False,False,3.5522295458960684
18,9716253,2128144857677611264,13.931,0.674,6365,1.225,F5,2.75,0.247,15,Y,Simbad,294.28921,46.46533,2128144857677611264,0.019842513,-0.012704849,294.28919137766667,46.46529364301948,0.8742886134467704,0.011697498,74.7415,-3.260271322984177,-8.86503218623007,1.012552,3809.9504,13.918075,1195.4833,31348.806539830188,1590.126,1.1863168,0,1,0,0,0.6687155,0.25798416,0.41073132,7.4076414,7.2523174,2,6.069126,,,79.27059954819924,12.06900504659717,314.5670929718003,66.18707762091117,0,6453.724,6438.214,6471.673,0.174,0.1509,0.0814,0,False,False,3.6263487191697994
19,9716817,2128133450244545024,13.801,0.675,6363,1.224,F5,0.67,0.3636,15,Y,Simbad,294.49963,46.41243,2128133450244545024,0.07294972,-0.007727623,294.4996067461197,46.41239012794046,0.9091509174325246,0.025628826,35.473763,-3.449645873224336,-8.729324083332237,2.2912521,3169.0073,13.793116,1312.2753,35425.463701773246,2050.6956,1.193886,0,0,0,0,0.67052555,0.25201702,0.41850853,10.875189,8.898071,2,4.9024124,,,79.28954951504944,11.915769610730122,314.84150940049204,66.0798540080443,0,6451.1846,6436.1147,6465.3306,0.1824,0.1582,0.0855,0,False,False,3.586295522427003
20,9777089,2128141524783121792,14.0,0.678,6356,1.222,F5,3.21,0.1883,15,Y,Simbad,294.47092,46.59298,2128141524783121792,0.028566234,-0.012784958,294.4708959847828,46.592943623864095,0.8609710082130607,0.012470215,69.0422,-3.3662936274153794,-8.731694776635791,1.0188826,4281.696,13.98741,986.1855,29419.226641843736,2005.3607,1.1853532,0,0,0,1,0.6712971,0.26020527,0.4110918,17.272236,9.053567,2,5.0225916,,,79.44484477337848,12.015319112080922,314.9791604007741,66.25275944301116,0,6351.893,6338.266,6366.727,0.1232,0.1066,0.0575,0,False,False,3.662352229401405
21,9655727,2128132075854976896,13.975,0.681,6350,1.22,F5,3.03,0.1512,15,Y,Simbad,294.44628,46.38969,2128132075854976896,0.028643224,-0.011821747,294.4462548424321,46.389649565676315,0.882002443129785,0.012093172,72.933914,-3.409342863407865,-8.863541037715141,1.0275397,3472.388,13.963054,1134.489,30213.865057485713,1772.8021,1.1882842,0,0,0,0,0.67524815,0.25957394,0.4156742,13.304065,9.167537,2,3.670869,,,79.25176861134861,11.938227122441917,314.7358199966582,66.07402658036735,0,6359.9497,6343.7314,6375.264,0.1399,0.1209,0.0653,1,True,False,3.6904026439122983
22,9591888,2128077168993658624,14.012,0.681,6350,1.22,F5,3.03,0.1512,15,Y,Simbad,293.41586,46.20412,2128077168993658624,0.03799612,-0.013324738,293.41584037714404,46.20407823831652,0.85530252193797,0.012685957,67.4212,-3.081212398841581,-8.99164943367079,0.97447973,3390.7832,13.998137,1022.7135,29191.50745580415,1594.7164,1.186118,0,0,0,0,0.6746044,0.26122093,0.41338348,8.687463,7.329923,2,5.827157,,,78.75520357702686,12.491168065413213,312.9394352242718,66.18773139717689,0,6351.4956,6336.7075,6367.055,0.143,0.1237,0.0669,0,False,False,3.6587362370007668
23,9715848,2128124585431880704,13.959,0.682,6348,1.22,F5,2.04,0.0204,9,Y,Simbad,294.13679,46.40803,2128124585431880704,0.034820385,-0.013161659,294.1367694590208,46.40798824365735,0.8764988392302858,0.0112673985,77.7907,-3.515173895522244,-9.113400762623996,0.9479509,4589.5005,13.946094,1204.3644,30652.796506370145,1604.7025,1.1865242,0,26,0,26,0.67588997,0.26151657,0.4143734,14.733842,6.1513333,2,6.8084035,,,79.16982145722736,12.136887953660064,314.27182157194227,66.17709174908343,0,6237.6714,6195.959,6262.5405,0.0761,0.0656,0.0355,1,True,False,3.6598502856799477
24,9655716,2128132075854974336,14.072,0.685,6340,1.217,F5,3.37,0.2665,12,Y,Simbad,294.44456,46.38496,2128132075854974336,0.06440492,-0.0118227005,294.444536325785,46.38492136420499,0.8915203850455896,0.012726776,70.050766,-3.398298546632992,-8.722807294578006,0.99989104,3586.6707,14.060367,1092.368,27698.841455910533,1384.2266,1.1881323,0,0,0,0,0.68168736,0.26306248,0.41862488,,,,,,,79.24691227791939,11.937138018102933,314.7284174933481,66.07018640903758,0,6375.688,6355.7856,6398.7144,0.1628,0.1408,0.076,0,False,False,3.811023020447559
25,9655385,2128109123549687680,14.035,0.698,6312,1.208,F8,3.15,0.149,15,Y,Simbad,294.33483,46.36843,2128109123549687680,0.013452985,-0.012589455,294.3348049537392,46.368386654196925,0.8987266560343109,0.012793259,70.250015,-3.480711965814069,-8.823420622220617,1.0785166,4271.646,14.022384,1073.1212,28831.802349968053,1776.2976,1.1880612,0,0,0,0,0.69342613,0.2692585,0.42416763,3.9298916,6.1242204,2,4.732551,,,79.1967726906756,11.99712795322455,314.54120407768994,66.0857359361304,0,6350.6064,6335.782,6367.059,0.1668,0.1439,0.0776,0,False,False,3.790521804681241
26,9595079,2128127265491233280,14.132,0.703,6300,1.203,F8,2.87,0.0948,6,Y,Simbad,294.57311,46.26274,2128127265491233280,0.021297244,-0.010754585,294.57308781254665,46.26270239870296,0.8896761180337591,0.013035834,68.248505,-3.169835078002316,-8.916172796793226,1.0505995,3686.3345,14.121619,411.2152,26966.94260698007,305.81696,1.2099277,1,4,0,1,0.7078228,0.25702,0.4508028,16.35184,10.860065,2,4.9340763,,,79.17691107069743,11.802506412871361,314.8060169466832,65.92246353360851,0,6246.368,6227.0684,6265.7456,0.134,0.1154,0.0625,1,True,False,3.867778888385722
27,9656480,2080097058538601088,14.318,0.725,6244,1.185,F8,4.81,0.129,15,Y,Simbad,294.74401,46.36503,2080097058538601088,0.051108778,-0.011914253,294.7439937807706,46.36498974576275,0.8878027811898066,0.013427701,66.117256,-3.3279509279400528,-8.838466173417775,0.9929925,4620.197,14.306464,1129.2994,22511.7252883892,1375.8484,1.1913259,0,0,0,0,0.7197161,0.28012562,0.43959045,-6.4272466,6.9385486,2,3.9225821,,,79.324896584301,11.74411480272551,315.1727021738315,65.96782718797373,0,6087.6084,6064.9688,6109.9604,0.0807,0.069,0.0373,0,False,False,4.048046701207182
28,9533215,2128103179314615296,14.154,0.732,6226,1.179,F8,3.98,0.2602,9,Y,Simbad,294.56431,46.14999,2128103179314615296,0.031457067,-0.011610985,294.5642849584306,46.149956105475844,0.8752998927263872,0.012944951,67.61709,-3.4397589654501766,-8.795345925740333,0.9368947,5296.276,14.142247,1205.5942,26204.65154943308,1479.482,1.1899818,0,0,0,0,0.72382927,0.2835312,0.44029808,12.900601,6.0262547,2,5.0894113,,,79.07154848632636,11.756569266021078,314.68079281164705,65.82182258721964,0,6232.913,6213.624,6249.778,0.1701,0.146,0.0788,0,False,False,3.8530315762218112
29,9655911,2128128742959981312,14.228,0.734,6222,1.177,F8,5.83,0.5253,15,Y,Simbad,294.50751,46.32609,2128128742959981312,0.04506289,-0.012639046,294.5074834128101,46.32605597669669,0.8813029830567078,0.013425606,65.64344,-3.4299027706449463,-8.753391516642662,1.0267621,4148.532,14.215233,1140.3575,24520.906393608988,1760.1017,1.1901639,0,0,0,0,0.72535324,0.28417492,0.44117832,,,,,,,79.21347991833542,11.871697709556193,314.7673763475847,65.99875686859151,0,,,,,,,0,False,False,3.9408590497990623
30,9716376,2128144960756839424,14.207,0.734,6221,1.177,F8,1.99,0.0587,15,Y,Simbad,294.33722,46.4436,2128144960756839424,0.040010173,-0.009057045,294.3372001668655,46.44356129204817,0.87010065736073,0.012714595,68.43322,-3.2873863162659713,-8.682246450384728,0.98582834,3682.2725,14.198012,787.70746,24972.957149064092,1197.915,1.1922982,0,1,0,0,0.7267771,0.2829857,0.4437914,10.767633,7.1856394,2,4.476399,,,79.26607292753825,12.029677737296932,314.62012514989664,66.15380353234075,0,6294.6475,6285.907,6300.653,0.1743,0.1496,0.0807,1,True,False,3.8958598358164878
31,9716401,2128145098195807872,14.205,0.742,6199,1.17,F8,5.18,0.4928,15,Y,Simbad,294.34481,46.4694,2128145098195807872,0.047157668,-0.012216568,294.3447849058144,46.469357854208496,0.9188081065570989,0.013227392,69.46253,-3.5425413198733713,-8.80846103829779,0.9704424,4512.8325,14.192955,1083.8219,25095.42588844931,1165.0404,1.1907609,0,1,0,1,0.73031235,0.28626633,0.44404602,8.114605,4.8511,2,3.6589136,,,79.29201186831575,12.036690555156428,314.657841561465,66.17526180558552,0,6292.903,6235.8086,6322.4434,0.1996,0.1715,0.0923,0,False,False,4.0090791084851745
32,9655282,2128108539434091392,14.37,0.743,6195,1.168,F8,5.86,0.2411,6,Y,Simbad,294.29951,46.30224,2128108539434091392,0.031755034,-0.012263298,294.29948976498235,46.3021978882785,0.886481595369409,0.015159071,58.478622,-3.233204879029376,-8.823336928423078,0.939776,3366.3833,14.35812,825.8193,21652.703167961845,1288.173,1.1931466,0,1,0,0,0.7362747,0.2872696,0.44900513,3.5371535,9.005768,2,3.8857641,,,79.12515225848087,11.988913808721685,314.420381498083,66.03502230870765,0,6273.6963,6249.493,6294.8965,0.2116,0.1817,0.098,0,False,False,4.096468581867597
33,9775854,2128126165979845376,14.278,0.746,6189,1.166,F8,4.56,0.1771,10,Y,Simbad,294.03586,46.51199,2128126165979845376,0.04083242,-0.011993408,294.03583886539207,46.51194725352525,0.8838429915579176,0.012757205,69.28187,-3.3369050269168175,-8.945612722982942,1.0062518,4346.3315,14.265558,867.5275,23584.688454228803,1319.8442,1.192878,1,0,0,1,0.737298,0.2880602,0.44923782,17.445297,19.743607,2,5.4117103,,,79.23281012524939,12.245749619502972,314.2178422002142,66.30025199854619,0,6066.7637,6041.259,6093.092,0.1023,0.0874,0.0471,0,False,False,3.9974338554412796
34,9715126,2128165817117806464,14.297,0.756,6159,1.156,F8,7.18,0.6759,4,Y,Simbad,293.85641,46.40533,2128165817117806464,0.0533456,-0.011340141,293.8563934244162,46.40528838199193,0.6796489178675781,0.0139340535,48.776108,-3.334591817691401,-8.890444223721229,1.0591972,4753.7847,14.285917,948.7936,23352.234726366467,988.3654,1.1972961,0,23,0,4,0.74932384,0.2904806,0.45884323,11.273147,7.6596155,2,5.1369014,,,79.07851501158967,12.308411326526956,313.8300304392458,66.25216316030338,0,5985.8926,5957.283,6016.671,0.094,0.0801,0.0434,1,True,False,3.4473404308778584
35,9656016,2128130426587581440,14.459,0.759,6153,1.153,F8,6.35,0.3323,13,Y,Simbad,294.54979,46.38928,2128130426587581440,0.05838082,-0.012604713,294.5497725162969,46.38924419243384,0.8583335194055326,0.014386216,59.663605,-3.4249252644683836,-8.843213320662155,1.0258029,3445.6323,14.446063,1006.2311,20096.387085937105,1623.8169,1.1934206,0,0,0,0,0.7507038,0.29474163,0.45596218,10.401345,8.058722,2,3.18864,,,79.28454954536481,11.874434452839232,314.8961792275098,66.04463335910224,0,6244.4277,6147.0903,6270.2256,0.2227,0.1907,0.1029,1,True,False,4.1143434057133135
36,9593926,2128119190952918016,14.324,0.771,6118,1.141,F8,5.05,0.2858,9,Y,Simbad,294.17466,46.25996,2128119190952918016,0.054383103,-0.0086603165,294.174642235865,46.259917604283885,0.8610256511880044,0.0184632,46.634693,-3.504997237245913,-8.633855149565573,1.4015173,3576.101,14.315666,970.0193,22890.55348255557,920.15045,1.19994,0,2,0,1,0.7616005,0.29468918,0.46691132,4.953074,6.139477,2,3.7239015,,,79.04672184218796,12.046776069153749,314.1840446450955,66.03099432846723,0,,,,,,,0,False,False,3.9907466482371987
37,9471344,2128098849987500160,14.515,0.774,6110,1.138,G0,6.53,0.3318,15,Y,Simbad,294.34863,46.06614,2128098849987500160,0.04701569,-0.011788368,294.3486064713517,46.06609716435205,0.8919872568308698,0.01575968,56.59932,-3.3689020460907364,-8.678141712885562,1.0618691,3647.592,14.50342,767.9969,19216.837548910476,1335.8585,1.1957722,0,1,0,1,0.76506805,0.30033875,0.4647293,5.4660997,6.8203406,2,3.5046132,,,78.92578830951325,11.851619789697944,314.26433512966605,65.80513901323235,0,6149.4595,6138.292,6159.8594,0.1513,0.1288,0.0693,1,True,False,4.255213125963737
38,9716435,2128144926397113728,14.525,0.775,6106,1.137,G0,6.67,0.201,9,Y,Simbad,294.36095,46.44478,2128144926397113728,0.034325335,-0.010964394,294.3609259301973,46.44473787525177,0.8618603626925151,0.015099089,57.080288,-3.3665179756260915,-8.697928632963318,1.0012318,3689.4033,14.514007,828.8414,19015.597305285206,1244.4202,1.1944894,0,0,0,0,0.765769,0.30188274,0.46388626,10.402141,8.602398,2,3.2018988,,,79.27471092867927,12.015632085152577,314.6582637903296,66.14824777208844,0,6150.209,6124.9385,6182.7993,0.2029,0.1731,0.0933,0,False,False,4.191191153643054
39,9655268,2128120908939932032,14.52,0.778,6098,1.134,G0,7.15,0.4493,15,Y,Simbad,294.29339,46.3757,2128120908939932032,0.037772857,-0.011003494,294.29337282652887,46.37566533086767,0.8932737839706937,0.014816633,60.28858,-3.3668818815969566,-8.710864393068013,0.9650087,3723.6428,14.509239,891.2514,19135.79695316115,1208.1584,1.1949774,0,1,0,0,0.7693176,0.30335712,0.4659605,,,,,,,79.19018509627297,12.025914783870634,314.48393634805666,66.10394770491936,0,5956.6553,5932.6914,5984.68,0.1068,0.0907,0.049,0,False,False,4.264162138724416
40,9776415,2128145957189232256,14.562,0.784,6080,1.128,G0,8.21,0.6122,15,Y,Simbad,294.23109,46.50853,2128145957189232256,0.020181702,-0.012179375,294.23107030113925,46.50849010259116,0.8855772172621372,0.01390281,63.697712,-3.2477282725652987,-8.847557089340814,0.98558307,4869.8755,14.549547,425.0591,18668.152522042532,535.43005,1.2049494,0,0,0,0,0.77897644,0.29957104,0.4794054,13.640986,7.6291394,2,2.6302059,,,79.29153555845211,12.124216193739144,314.51978624376466,66.24278512201163,0,6138.892,6114.3594,6155.492,0.1815,0.1544,0.0833,1,True,False,4.2856793712794925
41,9532828,2128102526479557248,14.528,0.793,6053,1.118,G0,6.23,0.3795,15,Y,Simbad,294.43109,46.1604,2128102526479557248,0.047246963,-0.011953354,294.43106403419387,46.1603631149511,0.9037472318260094,0.01571482,57.509228,-3.345764782090629,-8.938090537872418,1.0692062,4094.9292,14.5161085,853.2351,19138.274197749823,1116.9594,1.1962461,0,0,0,1,0.7821226,0.3091526,0.47297,5.751332,4.4148417,2,4.1784205,,,79.03812413305103,11.843483135065608,314.484656634906,65.86854400372275,0,6179.05,6149.0884,6204.2026,0.2537,0.2163,0.1167,0,False,False,4.296343413190632
42,9777258,2128140425271501824,14.692,0.797,6040,1.114,G0,8.45,0.1832,10,Y,Simbad,294.5364,46.54391,2128140425271501824,0.03793353,-0.009186745,294.53637831061627,46.54387318037758,0.8932168680051389,0.015605902,57.235836,-3.3977623304747477,-8.705787574146836,0.9906861,3123.9023,14.682807,752.74774,16455.95113588537,1068.2368,1.1960907,0,2,0,0,0.78847027,0.31275177,0.4757185,,,,,,,79.42102958509972,11.952934447720644,315.03124153302406,66.18956467716117,0,6015.7095,5996.638,6030.311,0.1182,0.1,0.0537,0,False,False,4.437591548368349
43,9776409,2128151008070805888,14.709,0.799,6034,1.112,G0,7.42,0.3478,5,Y,Simbad,294.2283,46.58652,2128151008070805888,0.024989814,-0.010175705,294.2282758851178,46.586484327969124,0.8779880360831935,0.014687874,59.776382,-3.429462375963012,-8.835831321615634,1.0295496,3375.9402,14.699093,581.88403,16320.161043137392,1138.9984,1.1991808,0,0,0,3,0.79836655,0.31535816,0.48300838,,,,,,,79.36185081259814,12.161112251757318,314.59409465815,66.31484889990695,0,5897.7344,5865.7515,5929.315,0.1319,0.1115,0.0601,1,True,False,4.41653585512182
44,9778187,2080475084380577152,14.795,0.806,6014,1.105,G0,9.23,0.4286,15,Y,Simbad,294.87962,46.54376,2080475084380577152,0.044112545,-0.011575699,294.8796018443755,46.543724335494616,0.8905331579119379,0.015975509,55.74365,-3.4250911894745837,-8.766588317227077,0.9807492,3109.004,14.783055,455.12476,15064.693178377462,772.623,1.1976142,0,1,0,1,0.7949915,0.31493092,0.48006058,,,,,,,79.53088209917159,11.742768589202536,315.5631301704028,66.09239071978926,0,5743.3184,5718.8877,5779.15,0.0236,0.0198,0.0107,0,False,False,4.531305778099357
45,9410241,2128096616604445312,14.679,0.808,6008,1.104,G0,7.0,0.1357,15,Y,Simbad,294.27828,45.97188,2128096616604445312,0.021604681,-0.013170242,294.2782564777625,45.97184006115081,0.8980858884505056,0.016788486,53.494152,-3.3389913702074487,-8.775171555482688,1.0354042,3509.3264,14.665885,498.2997,16812.77634144957,847.67096,1.1980662,0,0,0,1,0.7985649,0.31647682,0.4820881,,,,,,,78.81731398186724,11.852416085132058,314.0635168377674,65.73821013669522,0,5715.5327,5694.761,5762.5713,0.0214,0.018,0.0097,0,False,False,4.432474333665763
